"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"	"date"	"time"	"btoRingType"	"btoID"	"species"	"pitTYPE"	"age"	"sex"	"wing"	"weight"
"D "	"2022-02-04 12:57:03"	546	"c1931 "	15601	0	118877	28	124416	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 12:57:04"	667	"c1931 "	15601	0	110876	34	123904	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 12:57:10"	70	"c1931 "	15601	0	116876	41	123648	864	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 12:57:15"	545	"c1931 "	15601	0	112876	58	124672	1282	6	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 12:57:24"	868	"c1931 "	15601	0	124607	89	124672	1496	11	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 12:57:54"	117	"c1931 "	15601	0	2018	36	124416	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 12:58:01"	604	"c1931 "	15601	0	18	29	123648	120	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-04 12:58:02"	471	"c1931 "	15601	0	735	36	124672	340	2	1	"01103F7DB1"	NA	NA	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	"3"	"F"	73	16.3
"D "	"2022-02-04 13:02:28"	771	"c1931 "	15601	0	1992	30	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:02:32"	1021	"c1931 "	15601	0	1991	30	124672	148	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:02:51"	871	"c1931 "	15601	0	116875	48	124672	812	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:03:08"	531	"c1931 "	15601	0	118876	26	124160	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:03:10"	397	"c1931 "	15601	0	109	26	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:03:12"	644	"c1931 "	15601	0	130874	27	124672	474	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:03:21"	592	"c1931 "	15601	0	130020	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:03:27"	47	"c1931 "	15601	0	78292	57	124160	816	6	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 13:37:59"	223	"c1931 "	15601	0	101807	33	124672	266	2	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-04 13:41:37"	692	"c1931 "	15601	0	101808	34	124672	268	2	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-04 13:41:41"	70	"c1931 "	15601	0	116879	27	124672	132	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-04 13:41:43"	122	"c1931 "	15601	0	118876	28	124672	128	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-04 14:21:48"	419	"c1931 "	15601	0	129918	32	124672	412	2	1	"01103FAD65"	NA	NA	"F02"	"28/10/2020"	"12:30"	"R"	"AKL0830"	"BT"	"R"	"3"	""	64	10.9
"D "	"2022-02-04 15:04:26"	510	"c1931 "	15601	0	118876	26	124928	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:04:29"	747	"c1931 "	15601	0	124877	33	124416	510	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:04:33"	535	"c1931 "	15601	0	116876	27	124928	244	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:04:35"	197	"c1931 "	15601	0	102739	129	124672	2953	18	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:05:21"	46	"c1931 "	15601	0	116875	64	124672	1162	7	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:05:33"	319	"c1931 "	15601	0	127946	87	124672	1496	11	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:05:52"	393	"c1931 "	15601	0	129946	87	124672	2128	11	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:06:09"	942	"c1931 "	15601	0	116875	94	124672	2365	12	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:06:27"	348	"c1931 "	15601	0	129946	41	124672	408	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 15:08:07"	843	"c1931 "	15601	0	6873	35	124672	260	2	1	"01103FE3B3"	NA	NA	"F02"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-04 16:10:53"	518	"c1931 "	15601	0	127946	38	124672	424	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:10:58"	534	"c1931 "	15601	0	2873	111	124416	2937	15	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:11:20"	1020	"c1931 "	15601	0	129945	32	124160	470	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:11:28"	772	"c1931 "	15601	0	122876	27	124672	414	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:11:30"	448	"c1931 "	15601	0	109809	45	124672	650	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:11:37"	622	"c1931 "	15601	0	127946	94	124416	3074	12	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:11:58"	522	"c1931 "	15601	0	4874	33	124672	358	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:12:03"	547	"c1931 "	15601	0	129946	76	124160	1430	9	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:12:16"	718	"c1931 "	15601	0	2872	34	124672	260	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:12:25"	468	"c1931 "	15601	0	4873	47	124672	854	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:12:32"	547	"c1931 "	15601	0	121945	41	124672	408	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:12:36"	896	"c1931 "	15601	0	2872	191	124672	3808	28	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-04 16:13:19"	220	"c1931 "	15601	0	123943	29	124672	230	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 08:01:44"	522	"c1931 "	15602	0	9940	74	124416	1387	9	1	"01103F7DB1"	NA	NA	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	"3"	"F"	73	16.3
"D "	"2022-02-05 08:11:02"	298	"c1931 "	15603	0	7942	27	124416	158	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 08:11:04"	48	"c1931 "	15603	0	7941	74	124672	1224	9	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 08:11:19"	541	"c1931 "	15603	0	7941	50	123392	978	5	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 08:11:26"	23	"c1931 "	15603	0	15941	45	124416	544	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 08:11:33"	372	"c1931 "	15603	0	15941	52	124416	935	5	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 09:14:10"	399	"c1931 "	15605	0	125943	26	123904	240	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 09:15:00"	571	"c1931 "	15605	0	127943	27	124160	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 09:15:01"	173	"c1931 "	15605	0	2871	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 09:15:03"	822	"c1931 "	15605	0	871	45	124672	544	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 09:16:06"	298	"c1931 "	15605	0	7942	28	124672	190	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 09:19:01"	219	"c1931 "	15605	0	130582	27	124672	130	1	1	"01103FE3B3"	NA	NA	"F02"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-05 09:19:28"	525	"c1931 "	15605	0	17909	33	124928	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:02:24"	572	"c1931 "	15605	0	121944	26	124672	136	1	1	"01103F6817"	NA	NA	"F02"	"20/09/2022"	"12:27"	"R"	"AKL0859"	"GT"	"R"	"4"	"M"	78	18.9
"D "	"2022-02-05 10:02:25"	172	"c1931 "	15605	0	4872	26	124672	136	1	1	"01103F6817"	NA	NA	"F02"	"20/09/2022"	"12:27"	"R"	"AKL0859"	"GT"	"R"	"4"	"M"	78	18.9
"D "	"2022-02-05 10:02:28"	297	"c1931 "	15605	0	127944	38	124672	595	3	1	"01103F6817"	NA	NA	"F02"	"20/09/2022"	"12:27"	"R"	"AKL0859"	"GT"	"R"	"4"	"M"	78	18.9
"D "	"2022-02-05 10:02:33"	896	"c1931 "	15605	0	121944	27	124672	136	1	1	"01103F6817"	NA	NA	"F02"	"20/09/2022"	"12:27"	"R"	"AKL0859"	"GT"	"R"	"4"	"M"	78	18.9
"D "	"2022-02-05 10:03:13"	571	"c1931 "	15605	0	127944	39	124672	578	3	1	"01103F6817"	NA	NA	"F02"	"20/09/2022"	"12:27"	"R"	"AKL0859"	"GT"	"R"	"4"	"M"	78	18.9
"D "	"2022-02-05 10:06:29"	99	"c1931 "	15605	0	127944	39	124672	576	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:07:08"	422	"c1931 "	15605	0	129944	33	124672	312	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:07:12"	294	"c1931 "	15605	0	2872	118	124672	2406	16	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:07:37"	170	"c1931 "	15605	0	123944	70	124416	1190	8	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:08:07"	569	"c1931 "	15605	0	127945	40	124672	512	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:08:12"	644	"c1931 "	15605	0	127943	47	124928	544	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:08:19"	22	"c1931 "	15605	0	127943	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:15:37"	448	"c1931 "	15605	0	121943	53	124672	728	5	1	"01103F7DB1"	NA	NA	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	"3"	"F"	73	16.3
"D "	"2022-02-05 10:17:12"	695	"c1931 "	15605	0	7942	30	124672	141	1	1	"01103F7DB1"	NA	NA	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	"3"	"F"	73	16.3
"D "	"2022-02-05 10:17:15"	345	"c1931 "	15605	0	130582	60	124416	1182	6	1	"01103F7DB1"	NA	NA	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	"3"	"F"	73	16.3
"D "	"2022-02-05 10:17:24"	946	"c1931 "	15605	0	17909	47	124928	564	4	1	"01103F7DB1"	NA	NA	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	"3"	"F"	73	16.3
"D "	"2022-02-05 10:24:20"	345	"c1931 "	15605	0	15672	26	124160	148	1	1	"01103F49F0"	NA	NA	"F02"	"03/10/2021"	"11:49"	"R"	"AAJ5755"	"GT"	"R"	"4"	"M"	77	18.3
"D "	"2022-02-05 10:24:22"	872	"c1931 "	15605	0	9912	32	124672	388	2	1	"01103F49F0"	NA	NA	"F02"	"03/10/2021"	"11:49"	"R"	"AAJ5755"	"GT"	"R"	"4"	"M"	77	18.3
"D "	"2022-02-05 10:24:26"	348	"c1931 "	15605	0	15912	39	124672	420	3	1	"01103F49F0"	NA	NA	"F02"	"03/10/2021"	"11:49"	"R"	"AAJ5755"	"GT"	"R"	"4"	"M"	77	18.3
"D "	"2022-02-05 10:24:32"	573	"c1931 "	15605	0	3912	27	124672	178	1	1	"01103F49F0"	NA	NA	"F02"	"03/10/2021"	"11:49"	"R"	"AAJ5755"	"GT"	"R"	"4"	"M"	77	18.3
"D "	"2022-02-05 10:24:33"	532	"c1931 "	15605	0	9912	33	124672	280	2	1	"01103F49F0"	NA	NA	"F02"	"03/10/2021"	"11:49"	"R"	"AAJ5755"	"GT"	"R"	"4"	"M"	77	18.3
"D "	"2022-02-05 10:24:54"	198	"c1931 "	15605	0	2712	27	124672	222	1	1	"01103F7DB1"	NA	NA	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	"3"	"F"	73	16.3
"D "	"2022-02-05 10:41:41"	117	"c1931 "	15605	0	0	27	124160	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:41:44"	817	"c1931 "	15605	0	0	52	124416	844	5	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:41:56"	149	"c1931 "	15605	0	0	28	124672	132	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 10:42:02"	248	"c1931 "	15605	0	7	28	124416	134	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 10:42:48"	48	"c1931 "	15605	0	14472	34	124416	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:43:02"	540	"c1931 "	15605	0	2872	47	124160	910	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:43:08"	513	"c1931 "	15605	0	127944	53	124160	784	5	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 10:43:16"	449	"c1931 "	15605	0	121944	53	124672	1077	5	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:01:59"	544	"c1931 "	15605	0	110875	29	123904	528	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:02:02"	772	"c1931 "	15605	0	124877	150	124672	2920	21	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:02:32"	513	"c1931 "	15605	0	124877	30	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:02:51"	496	"c1931 "	15605	0	122877	36	124672	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:03:02"	544	"c1931 "	15605	0	123945	102	124160	1980	13	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:03:20"	873	"c1931 "	15605	0	4872	60	124672	816	6	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:03:32"	544	"c1931 "	15605	0	127944	67	123904	952	7	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:03:42"	1023	"c1931 "	15605	0	121944	79	124672	1220	9	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:04:01"	345	"c1931 "	15605	0	129944	44	124416	488	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:05:44"	347	"c1931 "	15605	0	127944	31	124416	229	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 11:06:08"	497	"c1931 "	15605	0	121943	26	124672	134	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 11:41:06"	66	"c1931 "	15605	0	68629	26	124160	344	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 11:41:08"	20	"c1931 "	15605	0	107285	34	124672	268	2	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 11:41:11"	399	"c1931 "	15605	0	105573	56	124416	800	6	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 12:44:00"	871	"c1931 "	15605	0	4849	26	124160	256	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 12:44:02"	667	"c1931 "	15605	0	127921	26	124672	200	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 12:45:04"	318	"c1931 "	15605	0	121930	32	124672	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 12:45:13"	571	"c1931 "	15605	0	0	27	124672	128	1	1	"01103FC958"	NA	NA	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	"6"	"F"	64	10.2
"D "	"2022-02-05 12:45:18"	793	"c1931 "	15605	0	0	45	124672	572	4	1	"01103FC958"	NA	NA	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	"6"	"F"	64	10.2
"D "	"2022-02-05 12:46:28"	892	"c1931 "	15605	0	1	34	123648	342	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 12:46:31"	318	"c1931 "	15605	0	1	29	124672	133	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 12:46:43"	344	"c1931 "	15605	0	68629	34	124672	296	2	1	"01103FC958"	NA	NA	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	"6"	"F"	64	10.2
"D "	"2022-02-05 12:47:30"	299	"c1931 "	15605	0	105573	28	124672	132	1	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 12:47:33"	346	"c1931 "	15605	0	100739	34	124416	264	2	1	"01103F9ECD"	NA	NA	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	"4"	""	64	10.7
"D "	"2022-02-05 14:28:48"	322	"c1931 "	15605	0	122877	32	124672	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 14:29:16"	971	"c1931 "	15605	0	124878	26	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 14:29:25"	322	"c1931 "	15605	0	118878	27	124672	400	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 14:29:33"	396	"c1931 "	15605	0	116878	33	124416	378	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 14:29:37"	531	"c1931 "	15605	0	118878	27	124928	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-05 14:29:38"	396	"c1931 "	15605	0	116877	28	124416	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
