"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"	"date"	"time"	"btoRingType"	"btoID"	"species"	"pitTYPE"	"age"	"sex"	"wing"	"weight"
"D "	"2022-02-07 16:07:11"	2	"c1931 "	15719	0	118848	29	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 16:07:14"	2	"c1931 "	15719	0	124848	101	124672	2499	13	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 16:08:05"	980	"c1931 "	15719	0	110848	29	124672	240	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 16:08:08"	900	"c1931 "	15719	0	112848	30	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 16:08:27"	280	"c1931 "	15719	0	126847	96	124416	1632	12	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 16:08:44"	943	"c1931 "	15719	0	126848	30	124672	140	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 16:08:46"	852	"c1931 "	15719	0	126847	30	124928	140	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 16:08:51"	975	"c1931 "	15719	0	118847	30	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 07:25:27"	277	"c1931 "	15719	0	9940	32	124672	264	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 07:35:41"	530	"c1931 "	15719	0	15940	26	124416	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 07:35:42"	933	"c1931 "	15719	0	3941	69	0	1864	8	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 07:35:54"	6	"c1931 "	15719	0	7940	51	124672	920	5	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 08:20:41"	904	"c1931 "	15719	0	17919	38	124672	655	3	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:20:54"	380	"c1931 "	15719	0	107285	26	124672	136	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:20:57"	379	"c1931 "	15719	0	101285	26	124672	138	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:21:01"	205	"c1931 "	15719	0	9941	27	124672	661	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:21:03"	878	"c1931 "	15719	0	9941	27	123904	410	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:21:05"	880	"c1931 "	15719	0	9942	27	124672	350	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:21:08"	940	"c1931 "	15719	0	9941	28	124928	350	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:21:10"	730	"c1931 "	15719	0	9940	28	124672	243	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:21:18"	923	"c1931 "	15719	0	11940	28	124416	138	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:21:42"	730	"c1931 "	15719	0	9941	29	124672	313	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 08:22:12"	79	"c1931 "	15719	0	19943	46	124672	544	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 08:23:29"	79	"c1931 "	15719	0	17942	34	124672	272	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 08:25:42"	804	"c1931 "	15719	0	1942	29	124672	350	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 08:27:40"	940	"c1931 "	15719	0	9942	29	0	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 08:27:42"	803	"c1931 "	15719	0	19942	30	124416	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:19"	939	"c1931 "	15719	0	9941	32	0	304	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:22"	852	"c1931 "	15719	0	9941	26	124672	340	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:25"	938	"c1931 "	15719	0	9942	33	0	324	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:28"	904	"c1931 "	15719	0	9941	45	124672	562	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:34"	102	"c1931 "	15719	0	9940	33	124672	640	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:41"	56	"c1931 "	15719	0	11940	28	124672	212	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:44"	948	"c1931 "	15719	0	9941	63	0	1036	7	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:56:54"	531	"c1931 "	15719	0	11942	46	124672	544	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:57:01"	655	"c1931 "	15719	0	19919	58	124672	918	6	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:57:28"	938	"c1931 "	15719	0	9919	109	128256	2140	15	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:57:50"	305	"c1931 "	15719	0	3919	75	124672	1430	9	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:58:16"	806	"c1931 "	15719	0	11919	27	124160	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 09:58:18"	355	"c1931 "	15719	0	108751	32	124672	273	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 10:36:56"	916	"c1931 "	15719	0	112875	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 10:36:58"	26	"c1931 "	15719	0	6873	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 10:37:05"	941	"c1931 "	15719	0	6874	58	125184	816	6	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 10:37:14"	925	"c1931 "	15719	0	4873	64	124928	952	7	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 10:37:24"	530	"c1931 "	15719	0	121946	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 10:37:27"	878	"c1931 "	15719	0	127947	46	124672	649	4	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:21:47"	54	"c1931 "	15719	0	1	26	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:21:49"	180	"c1931 "	15719	0	129922	140	124672	2934	20	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:22:19"	229	"c1931 "	15719	0	2850	32	124672	390	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:22:23"	777	"c1931 "	15719	0	127922	26	124672	168	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:22:46"	326	"c1931 "	15719	0	127922	69	124672	1088	8	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:22:58"	328	"c1931 "	15719	0	123922	28	124672	242	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:23:01"	945	"c1931 "	15719	0	4850	87	0	1600	11	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:23:18"	404	"c1931 "	15719	0	4850	94	124672	1676	12	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:23:36"	852	"c1931 "	15719	0	129922	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:23:38"	229	"c1931 "	15719	0	129922	28	124928	132	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:23:40"	944	"c1931 "	15719	0	129923	28	0	406	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:33:23"	725	"c1931 "	15719	0	116875	53	124672	1160	5	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:33:30"	677	"c1931 "	15719	0	123946	29	124672	188	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:33:49"	941	"c1931 "	15719	0	874	41	0	559	3	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:33:54"	804	"c1931 "	15719	0	121946	30	124672	188	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:34:17"	329	"c1931 "	15719	0	129947	42	124672	658	3	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:34:22"	942	"c1931 "	15719	0	118875	30	0	188	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:34:24"	950	"c1931 "	15719	0	120877	42	0	414	3	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:34:28"	404	"c1931 "	15719	0	112877	36	124672	378	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:34:46"	904	"c1931 "	15719	0	114876	37	124928	515	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:34:51"	330	"c1931 "	15719	0	103808	55	124672	914	5	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:34:58"	942	"c1931 "	15719	0	120877	32	0	188	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:35:00"	854	"c1931 "	15719	0	110878	32	124672	242	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:35:02"	930	"c1931 "	15719	0	124877	38	0	376	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:35:07"	529	"c1931 "	15719	0	95808	79	124672	2333	9	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:35:20"	26	"c1931 "	15719	0	97807	32	124416	188	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:35:23"	476	"c1931 "	15719	0	118877	56	124416	948	5	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:35:30"	927	"c1931 "	15719	0	122876	38	124416	722	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:35:34"	753	"c1931 "	15719	0	118876	33	124416	188	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:36:35"	29	"c1931 "	15719	0	124877	39	124672	286	2	1	"3B00193EAD"	NA	NA	"F02"	"09/11/2021"	"11:54"	"R"	"AAJ5802"	"BT"	"A"	"3"	""	63	10.9
"D "	"2022-02-08 11:37:24"	943	"c1931 "	15719	0	116877	33	0	136	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:37:26"	806	"c1931 "	15719	0	116876	34	124416	138	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:38:54"	911	"c1931 "	15719	0	19919	39	124928	378	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:38:59"	880	"c1931 "	15719	0	3919	40	124672	324	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 11:54:25"	354	"c1931 "	15719	0	4	26	124672	136	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:54:31"	950	"c1931 "	15719	0	4	56	125440	1020	6	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:54:40"	756	"c1931 "	15719	0	4	51	124416	786	5	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:54:49"	949	"c1931 "	15719	0	100757	105	124672	2010	14	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:55:10"	376	"c1931 "	15719	0	853	105	124672	2098	14	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:55:32"	936	"c1931 "	15719	0	121925	27	125440	220	1	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 11:56:08"	80	"c1931 "	15719	0	126853	46	124928	570	4	1	"01103FAD4D"	NA	NA	"F02"	"19/09/2021"	"09:30"	"N"	"AAJ5883"	"BT"	"N"	"3"	""	64	11.2
"D "	"2022-02-08 11:56:14"	933	"c1931 "	15719	0	112854	27	124928	132	1	1	"01103FAD4D"	NA	NA	"F02"	"19/09/2021"	"09:30"	"N"	"AAJ5883"	"BT"	"N"	"3"	""	64	11.2
"D "	"2022-02-08 12:40:28"	1003	"c1931 "	15719	0	4850	28	124416	208	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:40:30"	1005	"c1931 "	15719	0	129922	28	124672	200	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:40:35"	725	"c1931 "	15719	0	129922	28	124672	190	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:40:49"	679	"c1931 "	15719	0	116875	28	124672	188	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:40:51"	105	"c1931 "	15719	0	123946	29	124672	190	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:40:54"	56	"c1931 "	15719	0	874	35	124160	376	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:40:57"	933	"c1931 "	15719	0	112875	35	124928	376	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:41:00"	947	"c1931 "	15719	0	118875	48	124928	754	4	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:41:06"	356	"c1931 "	15719	0	120877	108	124672	2849	14	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:41:29"	356	"c1931 "	15719	0	118876	156	124928	4005	22	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:00"	805	"c1931 "	15719	0	103808	31	124672	190	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:02"	941	"c1931 "	15719	0	95808	43	124160	568	3	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:08"	941	"c1931 "	15719	0	97807	147	124160	3566	21	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:38"	850	"c1931 "	15719	0	118877	27	124672	138	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:40"	105	"c1931 "	15719	0	122876	63	124672	1530	7	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:52"	924	"c1931 "	15719	0	118876	27	124928	189	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:55"	530	"c1931 "	15719	0	120876	33	124160	276	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:42:58"	180	"c1931 "	15719	0	116876	28	124672	244	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:01"	106	"c1931 "	15719	0	19919	28	124672	138	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:03"	480	"c1931 "	15719	0	3919	34	124672	454	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:06"	806	"c1931 "	15719	0	3925	34	124672	509	2	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:12"	947	"c1931 "	15719	0	17925	28	124928	220	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:14"	230	"c1931 "	15719	0	7925	41	124416	480	3	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:20"	806	"c1931 "	15719	0	7925	28	124672	332	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:27"	912	"c1931 "	15719	0	7925	59	124928	1156	6	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:43:37"	629	"c1931 "	15719	0	17925	29	124672	210	1	1	"01103FE70C"	NA	NA	"F02"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-08 12:51:57"	430	"c1931 "	15719	0	17934	42	124672	408	3	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 12:52:03"	531	"c1931 "	15719	0	127927	36	124416	386	2	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 12:52:06"	946	"c1931 "	15719	0	6855	72	147712	1504	8	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 12:52:18"	946	"c1931 "	15719	0	0	66	124416	952	7	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-08 12:52:28"	946	"c1931 "	15719	0	0	66	133888	952	7	1	"01103F3BED"	NA	NA	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
