"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"
"T "	"2022-02-04 09:39:56"	470	"c1937 "	2748	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-04 09:40:18"	945	"c1937 "	2749	0	68629	33793	126464	3	1	0	""	NA	NA	"F03"
"D "	"2022-02-04 09:40:33"	772	"c1937 "	2750	0	47452	21604	164096	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-04 10:01:10"	23	"c1937 "	2751	0	10030	21593	162816	1	1	0	""	NA	NA	"F03"
"T "	"2022-02-04 10:53:49"	483	"c1937 "	2751	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-04 11:18:22"	231	"c1937 "	2752	0	0	0	126464	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-04 11:18:22"	944	"c1937 "	2752	0	0	32	126208	352	2	1	"01103FE3B3"	NA	NA	"F03"
"D "	"2022-02-04 11:18:24"	197	"c1937 "	2752	0	0	33908	126464	3	1	0	""	NA	NA	"F03"
"D "	"2022-02-04 11:18:25"	971	"c1937 "	2752	0	0	27	126464	194	1	1	"01103FE3B3"	NA	NA	"F03"
"T "	"2022-02-04 12:09:49"	575	"c1937 "	2752	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-05 09:18:15"	313	"c1937 "	2753	0	2873	0	125696	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-05 09:18:15"	390	"c1937 "	2753	0	35770	27	0	618	1	1	"01103FE3B3"	NA	NA	"F03"
"D "	"2022-02-05 09:18:16"	580	"c1937 "	2753	0	35759	0	126208	0	1	0	""	NA	NA	"F03"
"D "	"2022-02-05 09:18:16"	222	"c1937 "	2753	0	13946	27	126208	176	1	1	"01103FE3B3"	NA	NA	"F03"
"T "	"2022-02-05 09:19:02"	466	"c1937 "	2753	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-05 10:02:52"	90	"c1937 "	2754	0	127946	125332	125952	539	6	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:03:01"	379	"c1937 "	2754	0	10874	27	0	136	1	1	"01103F6817"	NA	NA	"F03"
"D "	"2022-02-05 10:03:02"	546	"c1937 "	2754	0	4874	15806	126464	3	2	0	""	NA	NA	"F03"
"T "	"2022-02-05 10:17:02"	235	"c1937 "	2754	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-05 10:17:57"	988	"c1937 "	2755	0	35759	0	126208	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:17:57"	380	"c1937 "	2755	0	35759	33	0	614	2	1	"01103F7DB1"	NA	NA	"F03"
"D "	"2022-02-05 10:18:00"	471	"c1937 "	2755	0	35771	21	126208	2	1	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:18:00"	395	"c1937 "	2755	0	13947	39	0	779	3	1	"01103F7DB1"	NA	NA	"F03"
"D "	"2022-02-05 10:18:04"	614	"c1937 "	2755	0	15947	23	125952	3	1	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:18:04"	372	"c1937 "	2755	0	15947	27	125952	142	1	1	"01103F7DB1"	NA	NA	"F03"
"D "	"2022-02-05 10:24:39"	940	"c1937 "	2756	0	23948	0	125696	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:24:39"	492	"c1937 "	2756	0	15948	52	126464	946	5	1	"01103FC958"	NA	NA	"F03"
"D "	"2022-02-05 10:24:46"	270	"c1937 "	2756	0	17948	59911	146944	135	3	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:24:48"	479	"c1937 "	2757	0	8876	33835	125952	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:24:50"	196	"c1937 "	2757	0	6876	28	126464	246	1	1	"01103F49F0"	NA	NA	"F03"
"D "	"2022-02-05 10:24:52"	448	"c1937 "	2757	0	35759	33952	126208	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:24:52"	198	"c1937 "	2757	0	127948	28	126208	156	1	1	"01103F49F0"	NA	NA	"F03"
"D "	"2022-02-05 10:24:54"	646	"c1937 "	2757	0	35759	60665	126208	4	3	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:25:09"	80	"c1937 "	2758	0	5	0	125696	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:25:10"	145	"c1937 "	2758	0	68629	41	126208	456	3	1	"01103F7DB1"	NA	NA	"F03"
"D "	"2022-02-05 10:28:00"	513	"c1937 "	2759	0	122876	0	124928	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:28:00"	245	"c1937 "	2759	0	120875	29	126464	136	1	1	"01103FBA74"	NA	NA	"F03"
"D "	"2022-02-05 10:28:02"	823	"c1937 "	2759	0	130877	134819	126464	6	4	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:28:03"	170	"c1937 "	2759	0	122878	28	126208	156	1	1	"01103FBA74"	NA	NA	"F03"
"D "	"2022-02-05 10:28:05"	74	"c1937 "	2759	0	122877	276720	126208	113	11	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:30:31"	591	"c1937 "	2760	0	116877	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:30:31"	822	"c1937 "	2760	0	122877	48	126464	1263	4	1	"3B0018182C"	NA	NA	"F03"
"D "	"2022-02-05 10:30:37"	823	"c1937 "	2760	0	128876	34058	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:30:40"	269	"c1937 "	2761	0	122878	0	126208	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:30:40"	669	"c1937 "	2761	0	111807	29	126464	136	1	1	"01103FBA74"	NA	NA	"F03"
"D "	"2022-02-05 10:30:41"	765	"c1937 "	2761	0	111807	34062	125696	1124	3	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:30:42"	498	"c1937 "	2761	0	122878	30	126208	136	1	1	"01103FBA74"	NA	NA	"F03"
"D "	"2022-02-05 10:30:44"	955	"c1937 "	2761	0	107808	247916	125952	113	9	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:30:47"	497	"c1937 "	2761	0	130876	30	125952	238	1	1	"01103FBA74"	NA	NA	"F03"
"D "	"2022-02-05 10:30:48"	642	"c1937 "	2762	0	101808	68328	126976	5	3	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:30:53"	998	"c1937 "	2762	0	105807	30	126464	136	1	1	"01103FBA74"	NA	NA	"F03"
"D "	"2022-02-05 10:30:54"	564	"c1937 "	2762	0	111807	284501	126464	2210	14	0	""	NA	NA	"F03"
"D "	"2022-02-05 10:31:00"	198	"c1937 "	2762	0	105809	30	126464	136	1	1	"01103FBA74"	NA	NA	"F03"
"D "	"2022-02-05 10:31:02"	199	"c1937 "	2762	0	127946	21665	126464	3	1	0	""	NA	NA	"F03"
"T "	"2022-02-05 10:43:02"	213	"c1937 "	2762	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-05 11:41:56"	268	"c1937 "	2763	0	129953	28	126464	889	1	0	""	NA	NA	"F03"
"D "	"2022-02-05 11:41:58"	491	"c1937 "	2763	0	12881	38	126208	534	3	1	"01103FE02C"	NA	NA	"F03"
"D "	"2022-02-05 11:42:02"	843	"c1937 "	2763	0	122887	29526	126464	118	2	0	""	NA	NA	"F03"
"T "	"2022-02-05 12:18:32"	421	"c1937 "	2763	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-06 10:46:31"	790	"c1937 "	2764	0	35759	6820	126208	93	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 10:46:33"	792	"c1937 "	2764	0	35759	27	126208	142	1	1	"01103FE02C"	NA	NA	"F03"
"D "	"2022-02-06 10:46:34"	205	"c1937 "	2764	0	35759	30048	125696	93	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 10:46:35"	45	"c1937 "	2764	0	35759	27	125696	347	1	1	"01103FE02C"	NA	NA	"F03"
"D "	"2022-02-06 10:50:14"	97	"c1937 "	2765	0	35759	129281	126464	8	5	0	""	NA	NA	"F03"
"D "	"2022-02-06 10:50:21"	419	"c1937 "	2766	0	35759	67689	0	4	3	0	""	NA	NA	"F03"
"T "	"2022-02-06 10:51:20"	749	"c1937 "	2766	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:04"	150	"c1937 "	2767	0	35759	0	124928	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:04"	375	"c1937 "	2767	0	35759	33	0	362	2	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 11:33:06"	470	"c1937 "	2767	0	35759	0	125440	0	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:06"	593	"c1937 "	2767	0	35779	40	126208	434	3	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 11:33:10"	404	"c1937 "	2767	0	35759	205570	125440	11	8	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:13"	445	"c1937 "	2767	0	35779	27	124928	311	1	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 11:33:14"	193	"c1937 "	2767	0	35759	33273	125952	125	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:15"	571	"c1937 "	2767	0	35759	27	125952	166	1	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 11:33:19"	306	"c1937 "	2768	0	35759	0	125440	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:19"	146	"c1937 "	2768	0	35759	33	126208	470	2	1	"3B00183F78"	NA	NA	"F03"
"D "	"2022-02-06 11:33:22"	779	"c1937 "	2768	0	35759	37263	125696	81	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:22"	47	"c1937 "	2768	0	35759	28	125696	250	1	1	"01103FE16A"	NA	NA	"F03"
"D "	"2022-02-06 11:33:25"	742	"c1937 "	2769	0	35759	0	125696	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:25"	994	"c1937 "	2769	0	35759	46	126208	536	4	1	"01103FE16A"	NA	NA	"F03"
"D "	"2022-02-06 11:33:30"	772	"c1937 "	2769	0	36	68760	139520	147	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:50"	732	"c1937 "	2770	0	35759	0	126208	0	0	0	""	NA	NA	"F03"
"T "	"2022-02-06 11:33:52"	111	"c1937 "	2770	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:50"	586	"c1937 "	2770	0	35759	34	141056	668	2	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 11:33:54"	844	"c1937 "	2770	0	35759	41	125696	653	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:54"	390	"c1937 "	2770	0	35759	26	0	130	1	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 11:33:56"	642	"c1937 "	2770	0	110740	33	126208	11	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:33:56"	417	"c1937 "	2770	0	35759	26	126208	232	1	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 11:46:24"	245	"c1937 "	2771	0	35759	101617	126208	5	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:46:36"	615	"c1937 "	2772	0	35759	0	126208	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:46:36"	349	"c1937 "	2772	0	35759	27	126208	130	1	1	"01103F9C82"	NA	NA	"F03"
"D "	"2022-02-06 11:46:38"	365	"c1937 "	2772	0	35780	101245	125184	301	6	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:46:40"	98	"c1937 "	2772	0	35759	28	126208	130	1	1	"01103F9C82"	NA	NA	"F03"
"D "	"2022-02-06 11:46:42"	546	"c1937 "	2772	0	35759	308043	131072	108	13	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:46:51"	771	"c1937 "	2773	0	35759	67757	126208	2	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:47:26"	376	"c1937 "	2774	0	107285	79483	126208	3	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:47:32"	564	"c1937 "	2775	0	107807	0	126208	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:47:32"	296	"c1937 "	2775	0	113807	28	126208	142	1	1	"01103FE02C"	NA	NA	"F03"
"D "	"2022-02-06 11:47:34"	514	"c1937 "	2775	0	101807	46	125952	427	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:47:34"	248	"c1937 "	2775	0	113809	29	126464	140	1	1	"01103FE02C"	NA	NA	"F03"
"D "	"2022-02-06 11:47:36"	511	"c1937 "	2775	0	105810	85	126720	243	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:47:36"	173	"c1937 "	2775	0	107810	42	127232	424	3	1	"01103FE02C"	NA	NA	"F03"
"D "	"2022-02-06 11:47:41"	174	"c1937 "	2775	0	104739	21670	127232	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:47:45"	68	"c1937 "	2776	0	113807	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:47:46"	372	"c1937 "	2776	0	35779	29	126464	142	1	1	"01103FE02C"	NA	NA	"F03"
"D "	"2022-02-06 11:47:47"	698	"c1937 "	2776	0	35759	130422	135936	42	5	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:48:11"	891	"c1937 "	2777	0	35759	0	125184	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:48:11"	220	"c1937 "	2777	0	35759	29	126464	134	1	1	"01103F9ECD"	NA	NA	"F03"
"D "	"2022-02-06 11:48:13"	774	"c1937 "	2777	0	11362	424202	126464	291	17	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:48:34"	815	"c1937 "	2778	0	10879	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:48:34"	172	"c1937 "	2778	0	10295	54	125184	892	5	1	"01103FD2FF"	NA	NA	"F03"
"D "	"2022-02-06 11:49:39"	408	"c1937 "	2779	0	35759	0	125440	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:49:39"	397	"c1937 "	2779	0	35759	36	126464	682	2	1	"01103FD2FF"	NA	NA	"F03"
"D "	"2022-02-06 11:49:42"	749	"c1937 "	2779	0	35759	22336	126208	6	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:54:15"	770	"c1937 "	2780	0	35759	249365	126208	19	9	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:56:25"	390	"c1937 "	2781	0	35780	13342	125440	521	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:56:27"	744	"c1937 "	2781	0	35759	31	126208	138	1	1	"01103FD2FF"	NA	NA	"F03"
"D "	"2022-02-06 11:56:28"	895	"c1937 "	2781	0	35759	16675	126208	297	1	0	""	NA	NA	"F03"
"T "	"2022-02-06 11:56:30"	736	"c1937 "	2781	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-06 11:56:53"	342	"c1937 "	2782	0	35759	0	126464	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:56:53"	573	"c1937 "	2782	0	35759	38	126208	610	3	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 11:56:57"	625	"c1937 "	2782	0	35759	299917	126464	85	11	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:57:02"	421	"c1937 "	2783	0	35759	203270	126208	12	6	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:57:18"	741	"c1937 "	2784	0	35759	67883	125952	110	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:57:23"	171	"c1937 "	2784	0	35759	27	126208	136	1	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 11:57:25"	424	"c1937 "	2784	0	106740	5446	126208	115	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:57:25"	397	"c1937 "	2784	0	35759	33	125440	376	2	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 11:57:28"	616	"c1937 "	2784	0	35759	6	125952	46	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:57:28"	772	"c1937 "	2784	0	35759	69	126208	1088	8	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 11:57:39"	566	"c1937 "	2784	0	35759	67880	125952	47	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:57:40"	299	"c1937 "	2784	0	35759	28	126208	136	1	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 11:57:42"	742	"c1937 "	2784	0	35759	390090	126720	1433	21	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:57:51"	151	"c1937 "	2784	0	113812	34	125696	422	2	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 11:59:20"	739	"c1937 "	2785	0	35759	3043	126464	321	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 11:59:21"	846	"c1937 "	2785	0	35759	52	126208	670	5	1	"01103FE612"	NA	NA	"F03"
"D "	"2022-02-06 11:59:28"	848	"c1937 "	2785	0	0	21665	126208	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:00:30"	598	"c1937 "	2786	0	4000	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:00:30"	474	"c1937 "	2786	0	107285	41	125952	778	3	1	"3B0018D8D2"	NA	NA	"F03"
"D "	"2022-02-06 12:00:35"	700	"c1937 "	2786	0	105573	13	125440	250	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:00:35"	391	"c1937 "	2786	0	107808	35	126720	382	2	1	"3B0018D8D2"	NA	NA	"F03"
"D "	"2022-02-06 12:00:38"	393	"c1937 "	2786	0	115809	1982	126720	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:12:34"	219	"c1937 "	2787	0	105810	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:12:34"	220	"c1937 "	2787	0	35759	35	126208	272	2	1	"01103F6817"	NA	NA	"F03"
"D "	"2022-02-06 12:12:37"	348	"c1937 "	2787	0	35759	67269	126464	300	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:12:38"	573	"c1937 "	2787	0	10879	29	126464	242	1	1	"01103F6817"	NA	NA	"F03"
"D "	"2022-02-06 12:12:41"	443	"c1937 "	2788	0	35759	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:12:41"	445	"c1937 "	2788	0	35759	35	126208	566	2	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 12:12:44"	664	"c1937 "	2788	0	9446	33945	126720	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:12:44"	525	"c1937 "	2788	0	10183	42	126208	696	3	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 12:12:49"	910	"c1937 "	2788	0	10183	33948	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:12:49"	297	"c1937 "	2788	0	10158	42	126464	683	3	1	"01103FE42F"	NA	NA	"F03"
"D "	"2022-02-06 12:12:54"	299	"c1937 "	2788	0	10158	21657	126464	3	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:13:15"	695	"c1937 "	2789	0	10315	0	125696	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:13:15"	750	"c1937 "	2789	0	10155	37	126464	798	2	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 12:13:18"	751	"c1937 "	2789	0	10155	230	126464	3	1	0	""	NA	NA	"F03"
"T "	"2022-02-06 12:13:22"	703	"c1937 "	2790	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-06 12:13:20"	838	"c1937 "	2790	0	9421	931	126208	367	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:13:22"	8	"c1937 "	2790	0	10084	27	126208	138	1	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:13:47"	1017	"c1937 "	2791	0	10464	67723	126208	2	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:13:50"	498	"c1937 "	2791	0	35780	27	126464	138	1	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:13:52"	525	"c1937 "	2791	0	35780	78150	126464	7	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:12"	1019	"c1937 "	2792	0	35780	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:12"	770	"c1937 "	2792	0	35759	39	126720	619	3	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 12:14:17"	100	"c1937 "	2792	0	35780	34154	126976	4	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:19"	50	"c1937 "	2793	0	35780	0	126464	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:20"	74	"c1937 "	2793	0	35778	34	126464	380	2	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:14:23"	244	"c1937 "	2793	0	35778	79619	125184	107	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:24"	398	"c1937 "	2793	0	35778	40	126464	588	3	1	"01103F6817"	NA	NA	"F03"
"D "	"2022-02-06 12:14:28"	716	"c1937 "	2793	0	35778	9	125952	56	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:28"	976	"c1937 "	2793	0	35779	35	126464	544	2	1	"01103F6817"	NA	NA	"F03"
"D "	"2022-02-06 12:14:31"	693	"c1937 "	2793	0	35778	87885	126464	3	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:44"	882	"c1937 "	2794	0	0	0	126208	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:44"	101	"c1937 "	2794	0	0	34	126464	397	2	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:14:48"	675	"c1937 "	2794	0	0	46049	126464	4	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:48"	920	"c1937 "	2794	0	0	35	125952	388	2	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:14:51"	274	"c1937 "	2794	0	0	652	125696	148	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:14:52"	1022	"c1937 "	2794	0	3	29	126720	278	1	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:14:53"	0	"c1937 "	2794	0	6000	34012	126720	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:15:18"	766	"c1937 "	2795	0	2000	0	125952	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:15:18"	224	"c1937 "	2795	0	7	41	126464	412	3	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:15:23"	226	"c1937 "	2795	0	6000	27886	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:15:38"	942	"c1937 "	2796	0	107285	2501	125952	3	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:15:39"	354	"c1937 "	2796	0	107809	35	125952	272	2	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 12:16:44"	83	"c1937 "	2797	0	105807	33984	125440	398	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:16:48"	622	"c1937 "	2797	0	118877	30	126208	420	1	1	"01103F3BED"	NA	NA	"F03"
"D "	"2022-02-06 12:16:49"	724	"c1937 "	2797	0	35759	33992	126208	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:16:55"	366	"c1937 "	2798	0	35759	33897	126208	292	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:01"	703	"c1937 "	2799	0	0	0	125184	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:01"	173	"c1937 "	2799	0	115809	30	126208	242	1	1	"3B00193C3E"	NA	NA	"F03"
"D "	"2022-02-06 12:17:03"	351	"c1937 "	2799	0	105810	101239	125952	5	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:04"	102	"c1937 "	2799	0	35759	31	126464	174	1	1	"3B00193C3E"	NA	NA	"F03"
"D "	"2022-02-06 12:17:06"	739	"c1937 "	2799	0	35759	46560	125696	4	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:06"	444	"c1937 "	2799	0	10879	31	126464	416	1	1	"3B00193C3E"	NA	NA	"F03"
"D "	"2022-02-06 12:17:08"	434	"c1937 "	2799	0	35759	100013	125184	357	5	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:10"	148	"c1937 "	2799	0	35759	31	126464	196	1	1	"3B00193C3E"	NA	NA	"F03"
"D "	"2022-02-06 12:17:12"	299	"c1937 "	2799	0	10183	33158	126464	23	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:22"	254	"c1937 "	2800	0	10155	0	126208	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:22"	23	"c1937 "	2800	0	10171	38	126464	378	2	1	"01103F6817"	NA	NA	"F03"
"D "	"2022-02-06 12:17:25"	825	"c1937 "	2800	0	10226	86975	126464	3	3	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:28"	242	"c1937 "	2801	0	11020	23511	126208	395	2	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:31"	950	"c1937 "	2801	0	10313	32	126464	138	1	1	"01103FE111"	NA	NA	"F03"
"D "	"2022-02-06 12:17:32"	951	"c1937 "	2801	0	10313	27887	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:33"	34	"c1937 "	2802	0	10423	0	126208	0	0	0	""	NA	NA	"F03"
"T "	"2022-02-06 12:17:36"	104	"c1937 "	2802	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:34"	232	"c1937 "	2802	0	10608	32	126464	204	1	1	"01103FD3AC"	NA	NA	"F03"
"D "	"2022-02-06 12:17:36"	872	"c1937 "	2802	0	10608	901	125952	1066	4	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:37"	965	"c1937 "	2802	0	11542	26	125952	132	1	1	"01103FD3AC"	NA	NA	"F03"
"D "	"2022-02-06 12:17:42"	116	"c1937 "	2803	0	35778	0	126208	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-06 12:17:42"	25	"c1937 "	2803	0	2035	33	125440	266	2	1	"01103FD3AC"	NA	NA	"F03"
"D "	"2022-02-06 12:20:51"	193	"c1937 "	2804	0	115812	5747	126208	636	2	0	""	NA	NA	"F03"
