"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"
"D "	"2022-02-07 12:30:37"	8	"c1931 "	15719	0	95807	30	124928	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 12:30:39"	399	"c1931 "	15719	0	110876	8412015	123648	764	608	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:46:42"	939	"c1931 "	15719	0	118876	30	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-07 12:46:43"	65	"c1931 "	15719	0	107808	25	124416	176	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:46:44"	804	"c1931 "	15719	0	118877	30	124928	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-07 12:46:45"	925	"c1931 "	15719	0	0	3216644	124160	543	242	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:52:57"	657	"c1931 "	15719	0	0	31	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 12:52:59"	519	"c1931 "	15719	0	679	1013261	124672	132	55	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:54:04"	946	"c1931 "	15719	0	129917	31	124928	194	1	1	"3B0018D076"	NA	NA	"F02"
"D "	"2022-02-07 12:54:05"	320	"c1931 "	15719	0	22751	553	124672	3	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:54:06"	923	"c1931 "	15719	0	117306	31	124928	192	1	1	"3B0018D076"	NA	NA	"F02"
"D "	"2022-02-07 12:54:07"	422	"c1931 "	15719	0	52370	277970	124672	30	26	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:54:25"	155	"c1931 "	15719	0	803	31	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 12:54:27"	815	"c1931 "	15719	0	803	50668	124672	17	4	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:54:28"	226	"c1931 "	15719	0	130083	32	124672	140	1	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-07 12:58:01"	76	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-07 12:54:30"	988	"c1931 "	15719	0	1994	2489810	124672	1526	174	0	""	NA	NA	"F02"
"D "	"2022-02-07 12:58:49"	204	"c1931 "	15719	0	126495	32	124672	273	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 12:58:53"	282	"c1931 "	15719	0	0	15363601	124672	1470	1173	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:03"	8	"c1931 "	15719	0	2000	27	124928	158	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:05"	252	"c1931 "	15719	0	7	30398	123648	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:05"	680	"c1931 "	15719	0	2000	26	124672	138	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:06"	460	"c1931 "	15719	0	68629	41027	124416	2612	12	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:11"	481	"c1931 "	15719	0	14472	32	124672	492	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:14"	733	"c1931 "	15719	0	107285	80	124416	579	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:14"	178	"c1931 "	15719	0	107285	27	124928	206	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:16"	848	"c1931 "	15719	0	105573	42296	123904	4	2	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:16"	580	"c1931 "	15719	0	101285	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:18"	775	"c1931 "	15719	0	118876	331670	124416	317	13	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:23"	951	"c1931 "	15719	0	116875	105	123904	2010	14	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:43"	147	"c1931 "	15719	0	112876	19	124416	39	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:44"	128	"c1931 "	15719	0	122876	46	124672	544	4	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:50"	898	"c1931 "	15719	0	118876	5814	123136	91	2	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:30:50"	630	"c1931 "	15719	0	112876	28	124672	244	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:30:52"	800	"c1931 "	15719	0	116876	574343	124416	78	30	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:31:16"	306	"c1931 "	15719	0	118877	167	124672	3370	24	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:31:51"	97	"c1931 "	15719	0	118878	36252	124416	107	3	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:31:52"	854	"c1931 "	15719	0	118878	29	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:31:53"	499	"c1931 "	15719	0	126878	12678	124160	292	2	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:31:54"	949	"c1931 "	15719	0	105807	28	124928	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 13:31:55"	947	"c1931 "	15719	0	131067	8913268	124672	1005	690	0	""	NA	NA	"F02"
"D "	"2022-02-07 13:50:16"	181	"c1931 "	15719	0	131066	35	124672	272	2	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-07 13:59:03"	27	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-07 13:50:20"	472	"c1931 "	15719	0	1998	9669757	124160	1470	724	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:09:47"	953	"c1931 "	15719	0	1998	38	124672	408	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:09:51"	316	"c1931 "	15719	0	1998	14	124416	20	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:09:52"	31	"c1931 "	15719	0	1998	26	124672	472	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:09:54"	95	"c1931 "	15719	0	1998	262187	124928	202	11	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:09:58"	1006	"c1931 "	15719	0	2007	87	123648	2211	11	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:10:13"	268	"c1931 "	15719	0	103775	40	123904	672	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:10:14"	920	"c1931 "	15719	0	126847	45	124672	860	4	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:10:19"	676	"c1931 "	15719	0	105775	78663	124672	505	5	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:10:21"	953	"c1931 "	15719	0	103775	111	124928	2040	15	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:10:41"	149	"c1931 "	15719	0	118847	9	124672	43	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:10:42"	942	"c1931 "	15719	0	103775	45	124416	544	4	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:10:47"	96	"c1931 "	15719	0	97775	4	124416	186	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:10:48"	257	"c1931 "	15719	0	111775	58	123648	920	6	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:10:57"	498	"c1931 "	15719	0	103775	58048	124672	861	4	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:10:58"	757	"c1931 "	15719	0	97775	33	124672	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:11:01"	751	"c1931 "	15719	0	104703	43516	124160	20	3	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:11:02"	355	"c1931 "	15719	0	105775	100	124416	2930	13	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:11:21"	575	"c1931 "	15719	0	103775	110	124160	677	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:11:21"	941	"c1931 "	15719	0	112847	40	124928	614	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:11:25"	94	"c1931 "	15719	0	124847	34	124416	186	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:11:26"	629	"c1931 "	15719	0	1999	82	124672	1470	10	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:11:40"	275	"c1931 "	15719	0	77215	860	124416	591	2	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:11:41"	8	"c1931 "	15719	0	15279	29	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:11:43"	260	"c1931 "	15719	0	1999	80	124928	123	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:11:43"	78	"c1931 "	15719	0	1999	35	124416	692	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:11:46"	93	"c1931 "	15719	0	6	22138	124416	601	7	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:11:49"	56	"c1931 "	15719	0	131071	65	124672	1532	7	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:11:59"	725	"c1931 "	15719	0	1999	60724	124416	2	2	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:11:59"	154	"c1931 "	15719	0	1999	29	124928	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:12:01"	824	"c1931 "	15719	0	0	30363	124672	74	2	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:12:01"	757	"c1931 "	15719	0	0	132	124672	2550	18	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:12:27"	9	"c1931 "	15719	0	0	156	124160	2232	4	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:12:29"	1004	"c1931 "	15719	0	0	36	124672	362	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:12:31"	650	"c1931 "	15719	0	0	47539	124672	36	2	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:12:32"	754	"c1931 "	15719	0	0	36	124928	377	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:12:35"	1009	"c1931 "	15719	0	0	927851	124672	187	45	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:13:23"	305	"c1931 "	15719	0	0	37	124928	350	2	1	"01103FE3B3"	NA	NA	"F02"
"D "	"2022-02-07 14:13:27"	472	"c1931 "	15719	0	112876	17586791	124416	1721	1406	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:49:57"	330	"c1931 "	15719	0	2000	37	124672	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:50:00"	549	"c1931 "	15719	0	7	5	123904	160	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:50:00"	946	"c1931 "	15719	0	2000	31	125696	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:50:01"	99	"c1931 "	15719	0	68629	20	124928	15	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:50:02"	256	"c1931 "	15719	0	14472	182	124672	3744	26	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:50:37"	475	"c1931 "	15719	0	107285	30475	124160	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:50:37"	830	"c1931 "	15719	0	107285	32	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:50:38"	58	"c1931 "	15719	0	105573	19125	124416	33	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:50:39"	429	"c1931 "	15719	0	101285	31	124672	160	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:50:40"	449	"c1931 "	15719	0	122876	403692	123904	1686	42	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:51:22"	936	"c1931 "	15719	0	112876	32	125184	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:51:23"	39	"c1931 "	15719	0	116876	459	124672	3	1	0	""	NA	NA	"F02"
"T "	"2022-02-07 14:51:27"	186	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-07 14:51:24"	59	"c1931 "	15719	0	131067	39	138496	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:51:28"	304	"c1931 "	15719	0	131066	59	124672	611	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:51:28"	951	"c1931 "	15719	0	1999	26	124928	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:51:29"	294	"c1931 "	15719	0	108751	507662	124416	58	29	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:51:52"	27	"c1931 "	15719	0	118847	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:51:54"	110	"c1931 "	15719	0	120847	123069	124160	7	5	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:51:56"	953	"c1931 "	15719	0	114847	63	124160	1074	7	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:52:05"	148	"c1931 "	15719	0	126847	14	124160	30	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:52:06"	801	"c1931 "	15719	0	131071	86	124416	1656	11	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:52:21"	30	"c1931 "	15719	0	131071	6	124672	612	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:52:22"	940	"c1931 "	15719	0	15678	117	124672	2368	16	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:52:43"	50	"c1931 "	15719	0	1998	59	123136	27	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:52:44"	79	"c1931 "	15719	0	1998	57	124672	816	6	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 14:52:52"	23	"c1931 "	15719	0	131070	103541	124928	166	8	0	""	NA	NA	"F02"
"D "	"2022-02-07 14:52:55"	780	"c1931 "	15719	0	1998	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-07 16:03:02"	882	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-07 14:52:56"	861	"c1931 "	15719	0	112876	32759374	124672	3878	2780	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:04:04"	578	"c1931 "	15719	0	7	26	124416	184	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:04:06"	204	"c1931 "	15719	0	68629	469893	123904	840	31	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:04:32"	910	"c1931 "	15719	0	107285	26	124416	153	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:04:33"	47	"c1931 "	15719	0	107285	383642	124160	35	16	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:04:40"	676	"c1931 "	15719	0	105573	56	124672	816	6	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:04:48"	268	"c1931 "	15719	0	101285	121269	124160	4	4	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:04:50"	79	"c1931 "	15719	0	116876	189	124672	3884	28	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:05:30"	175	"c1931 "	15719	0	1999	60891	124928	5	3	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:05:31"	577	"c1931 "	15719	0	1999	27	124672	134	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:05:32"	672	"c1931 "	15719	0	24735	67116	124416	11	3	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:05:33"	405	"c1931 "	15719	0	54351	27	124672	134	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:05:35"	199	"c1931 "	15719	0	1999	305199	124672	142	12	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:05:40"	910	"c1931 "	15719	0	129071	28	124416	324	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:05:41"	999	"c1931 "	15719	0	131071	8	124416	340	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:05:41"	702	"c1931 "	15719	0	131071	27	124672	139	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:05:43"	934	"c1931 "	15719	0	131071	30362	124416	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:05:43"	943	"c1931 "	15719	0	101784	129	124672	2594	18	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:06:09"	96	"c1931 "	15719	0	7	14	124160	23	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:06:10"	949	"c1931 "	15719	0	0	70	124160	1191	8	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:06:21"	144	"c1931 "	15719	0	1999	51	124160	22	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:06:22"	950	"c1931 "	15719	0	1999	173	124672	3506	25	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:06:57"	146	"c1931 "	15719	0	15679	23	124416	19	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:06:58"	406	"c1931 "	15719	0	100752	77	124160	1224	9	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:07:11"	626	"c1931 "	15719	0	116848	4	124160	341	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:07:11"	2	"c1931 "	15719	0	118848	29	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:07:13"	715	"c1931 "	15719	0	112848	48717	123648	206	4	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:07:14"	2	"c1931 "	15719	0	124848	101	124672	2499	13	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:07:33"	558	"c1931 "	15719	0	116848	577398	123648	406	35	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:08:05"	980	"c1931 "	15719	0	110848	29	124672	240	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:08:06"	143	"c1931 "	15719	0	126848	47703	124160	227	4	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:08:08"	900	"c1931 "	15719	0	112848	30	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:08:09"	371	"c1931 "	15719	0	126848	645889	124160	431	26	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:08:27"	280	"c1931 "	15719	0	126847	96	124416	1632	12	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:08:44"	501	"c1931 "	15719	0	118848	42	124160	765	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:08:44"	943	"c1931 "	15719	0	126848	30	124672	140	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:08:45"	97	"c1931 "	15719	0	112847	43	124416	18	1	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:08:46"	852	"c1931 "	15719	0	126847	30	124928	140	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-07 16:08:47"	575	"c1931 "	15719	0	126847	241545	124416	13	9	0	""	NA	NA	"F02"
"D "	"2022-02-07 16:08:51"	975	"c1931 "	15719	0	118847	30	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-07 17:00:03"	278	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-07 16:08:52"	422	"c1931 "	15719	0	3940	395136173	124672	12676	35424	0	""	NA	NA	"F02"
"D "	"2022-02-08 07:25:27"	277	"c1931 "	15719	0	9940	32	124672	264	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 07:25:30"	224	"c1931 "	15719	0	9941	4983162	123648	528	423	0	""	NA	NA	"F02"
"D "	"2022-02-08 07:35:41"	530	"c1931 "	15719	0	15940	26	124416	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 07:35:42"	850	"c1931 "	15719	0	17941	333	124416	230	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 07:35:42"	933	"c1931 "	15719	0	3941	69	0	1864	8	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 07:35:53"	0	"c1931 "	15719	0	7941	24	124672	9	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 07:35:54"	6	"c1931 "	15719	0	7940	51	124672	920	5	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-08 07:45:02"	845	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-08 07:36:01"	674	"c1931 "	15719	0	15919	21224094	124928	4277	1732	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:20:41"	904	"c1931 "	15719	0	17919	38	124672	655	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:20:45"	647	"c1931 "	15719	0	68629	349561	124416	397	21	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:20:54"	380	"c1931 "	15719	0	107285	26	124672	136	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:20:56"	26	"c1931 "	15719	0	107285	416	124416	285	2	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:20:57"	379	"c1931 "	15719	0	101285	26	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:20:58"	893	"c1931 "	15719	0	17941	17924	124672	3262	9	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:21:01"	205	"c1931 "	15719	0	9941	27	124672	661	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:21:03"	525	"c1931 "	15719	0	15940	403	123904	26	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:21:03"	878	"c1931 "	15719	0	9941	27	123904	410	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:21:04"	140	"c1931 "	15719	0	5941	22	123392	496	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:21:05"	880	"c1931 "	15719	0	9942	27	124672	350	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:21:06"	515	"c1931 "	15719	0	11941	1437	123648	1005	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:21:08"	940	"c1931 "	15719	0	9941	28	124928	350	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:21:09"	980	"c1931 "	15719	0	17942	2614	124416	710	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:21:10"	730	"c1931 "	15719	0	9940	28	124672	243	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:21:12"	300	"c1931 "	15719	0	1941	20795	124416	1265	15	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:21:18"	923	"c1931 "	15719	0	11940	28	124416	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:21:19"	1014	"c1931 "	15719	0	3940	100470	124416	5118	30	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:21:42"	730	"c1931 "	15719	0	9941	29	124672	313	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 08:21:44"	197	"c1931 "	15719	0	9943	206017	124928	4806	33	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:22:12"	79	"c1931 "	15719	0	19943	46	124672	544	4	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 08:22:18"	224	"c1931 "	15719	0	11943	547663	124416	572	61	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:23:29"	79	"c1931 "	15719	0	17942	34	124672	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 08:23:32"	65	"c1931 "	15719	0	131014	298298	124672	2459	99	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:25:42"	804	"c1931 "	15719	0	1942	29	124672	350	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 08:25:43"	500	"c1931 "	15719	0	17942	1252689	123904	822	94	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:27:40"	940	"c1931 "	15719	0	9942	29	0	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 08:27:41"	47	"c1931 "	15719	0	11942	28	124160	11	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 08:27:42"	803	"c1931 "	15719	0	19942	30	124416	136	1	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-08 08:44:03"	443	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-08 08:27:43"	447	"c1931 "	15719	0	101285	40368751	124416	6040	3449	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:19"	939	"c1931 "	15719	0	9941	32	0	304	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:56:21"	113	"c1931 "	15719	0	15940	32	124416	9	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:22"	852	"c1931 "	15719	0	9941	26	124672	340	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:56:23"	441	"c1931 "	15719	0	5941	1223	124416	264	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:25"	938	"c1931 "	15719	0	9942	33	0	324	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:56:27"	5	"c1931 "	15719	0	11941	13	124416	8	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:28"	904	"c1931 "	15719	0	9941	45	124672	562	4	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:56:33"	99	"c1931 "	15719	0	17942	16	124672	377	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:34"	102	"c1931 "	15719	0	9940	33	124672	640	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:56:37"	759	"c1931 "	15719	0	1941	309988	123904	13	11	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:41"	56	"c1931 "	15719	0	11940	28	124672	212	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:56:43"	306	"c1931 "	15719	0	3940	56308	124928	133	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:44"	948	"c1931 "	15719	0	9941	63	0	1036	7	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:56:53"	144	"c1931 "	15719	0	9943	13	124672	7	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:56:54"	531	"c1931 "	15719	0	11942	46	124672	544	4	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:57:00"	870	"c1931 "	15719	0	19942	1395	124416	1343	3	0	""	NA	NA	"F02"
"T "	"2022-02-08 09:57:03"	271	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-08 09:57:01"	655	"c1931 "	15719	0	19919	58	124672	918	6	1	"01103F3BED"	NA	NA	"F02"
