F 	Date            	Hmsec 	ID   	Event 	Batt 	Light 	   T1 	   T2  	   T3 	   TC 	 Hall  	Batt(mV) 	CoreTemp(C)
D 	2022-02-05 15:06:47	  69 	c1937 	 2763 	 3477	  900	  913	 1108	 1169	 1419	 4095	6791	009
D 	2022-02-05 15:07:47	  70 	c1937 	 2763 	 3477	  948	  886	 1055	 1171	 1420	 4095	6791	009
D 	2022-02-05 15:08:47	  69 	c1937 	 2763 	 3479	 1023	  933	 1111	 1172	 1420	 4095	6794	009
D 	2022-02-05 15:09:47	  68 	c1937 	 2763 	 3479	 1117	  890	 1051	 1168	 1420	 4095	6794	009
D 	2022-02-05 15:10:47	  68 	c1937 	 2763 	 3479	 1172	  941	 1110	 1172	 1419	 4095	6794	009
D 	2022-02-05 15:11:47	  64 	c1937 	 2763 	 3479	 1237	  907	 1109	 1169	 1419	 4095	6794	009
D 	2022-02-05 15:12:47	  68 	c1937 	 2763 	 3479	 1259	  910	 1113	 1166	 1420	 4095	6794	009
D 	2022-02-05 15:13:47	  67 	c1937 	 2763 	 3479	 1261	  907	 1111	 1171	 1419	 4095	6794	009
D 	2022-02-05 15:14:47	  67 	c1937 	 2763 	 3478	 1233	  906	 1110	 1171	 1421	 4095	6792	009
D 	2022-02-05 15:15:47	  67 	c1937 	 2763 	 3477	 1266	  907	 1109	 1170	 1420	 4095	6791	009
D 	2022-02-05 15:16:47	  66 	c1937 	 2763 	 3479	 1324	  948	 1111	 1172	 1419	 4095	6794	009
D 	2022-02-05 15:17:47	  70 	c1937 	 2763 	 3476	 1371	  931	 1111	 1171	 1420	 4095	6789	009
D 	2022-02-05 15:18:47	  69 	c1937 	 2763 	 3477	 1374	  934	 1113	 1165	 1419	 4095	6791	009
D 	2022-02-05 15:19:47	  68 	c1937 	 2763 	 3476	 1411	  994	 1110	 1172	 1420	 4095	6789	009
D 	2022-02-05 15:20:47	  66 	c1937 	 2763 	 3476	 1395	  925	 1110	 1172	 1421	 4095	6789	009
T 	2022-02-05 15:21:29	 496 	c1937 	 2763 
S
D 	2022-02-05 15:21:47	  66 	c1937 	 2763 	 3476	 1431	  978	 1110	 1171	 1421	 4095	6789	009
D 	2022-02-05 15:22:47	  66 	c1937 	 2763 	 3473	 1418	  990	 1114	 1167	 1421	 4095	6783	009
D 	2022-02-05 15:23:47	  66 	c1937 	 2763 	 3478	 1375	  931	 1111	 1171	 1421	 4095	6792	009
D 	2022-02-05 15:24:47	  66 	c1937 	 2763 	 3475	 1351	  935	 1113	 1165	 1421	 4095	6787	009
D 	2022-02-05 15:25:47	  69 	c1937 	 2763 	 3477	 1333	  939	 1111	 1171	 1421	 4095	6791	009
D 	2022-02-05 15:26:47	  69 	c1937 	 2763 	 3477	 1319	  948	 1110	 1172	 1420	 4095	6791	009
D 	2022-02-05 15:27:47	  67 	c1937 	 2763 	 3475	 1328	  944	 1108	 1169	 1420	 4095	6787	009
D 	2022-02-05 15:28:47	  65 	c1937 	 2763 	 3476	 1339	  935	 1114	 1168	 1420	 4095	6789	009
D 	2022-02-05 15:29:47	  69 	c1937 	 2763 	 3475	 1360	  932	 1110	 1171	 1420	 4095	6787	009
D 	2022-02-05 15:30:47	  70 	c1937 	 2763 	 3475	 1392	  929	 1107	 1168	 1420	 4095	6787	009
D 	2022-02-05 15:31:47	  69 	c1937 	 2763 	 3477	 1454	  967	 1115	 1168	 1419	 4095	6791	009
D 	2022-02-05 15:32:47	  69 	c1937 	 2763 	 3476	 1533	 1017	 1107	 1168	 1421	 4095	6789	009
D 	2022-02-05 15:33:47	  67 	c1937 	 2763 	 3476	 1475	  954	 1110	 1171	 1420	 4095	6789	009
D 	2022-02-05 15:34:47	  67 	c1937 	 2763 	 3475	 1433	  976	 1107	 1168	 1420	 4095	6787	009
D 	2022-02-05 15:35:47	  67 	c1937 	 2763 	 3477	 1417	  987	 1111	 1172	 1422	 4095	6791	009
D 	2022-02-05 15:36:47	  69 	c1937 	 2763 	 3476	 1511	  952	 1108	 1169	 1419	 4095	6789	009
D 	2022-02-05 15:37:47	  68 	c1937 	 2763 	 3477	 1566	  991	 1115	 1168	 1422	 4095	6791	009
D 	2022-02-05 15:38:47	  69 	c1937 	 2763 	 3475	 1494	  950	 1114	 1167	 1422	 4095	6787	009
D 	2022-02-05 15:39:47	  67 	c1937 	 2763 	 3478	 1412	  999	 1115	 1168	 1420	 4095	6792	009
T 	2022-02-05 15:40:09	 729 	c1937 	 2763 
S
D 	2022-02-05 15:40:47	  69 	c1937 	 2763 	 3476	 1262	  913	 1108	 1168	 1421	 4095	6789	009
D 	2022-02-05 15:41:47	  68 	c1937 	 2763 	 3475	 1191	  926	 1113	 1164	 1422	 4095	6787	009
D 	2022-02-05 15:42:47	  64 	c1937 	 2763 	 3476	 1130	  893	 1110	 1171	 1421	 4095	6789	009
D 	2022-02-05 15:43:47	  70 	c1937 	 2763 	 3476	 1110	  893	 1111	 1173	 1421	 4095	6789	009
D 	2022-02-05 15:44:47	  68 	c1937 	 2763 	 3473	 1072	  904	 1108	 1168	 1421	 4095	6783	009
D 	2022-02-05 15:45:47	  69 	c1937 	 2763 	 3476	 1129	  890	 1051	 1168	 1421	 4095	6789	009
D 	2022-02-05 15:46:47	  66 	c1937 	 2763 	 3476	 1093	  895	 1112	 1165	 1421	 4095	6789	009
D 	2022-02-05 15:47:47	  66 	c1937 	 2763 	 3475	 1031	  927	 1113	 1166	 1420	 4095	6787	009
D 	2022-02-05 15:48:47	  69 	c1937 	 2763 	 3472	 1034	  926	 1112	 1165	 1420	 4095	6781	009
D 	2022-02-05 15:49:47	  69 	c1937 	 2763 	 3475	 1017	  866	 1051	 1168	 1420	 4095	6787	009
D 	2022-02-05 15:50:47	  69 	c1937 	 2763 	 3475	  986	  872	 1047	 1171	 1419	 4095	6787	009
D 	2022-02-05 15:51:47	  68 	c1937 	 2763 	 3474	 1023	  934	 1113	 1164	 1421	 4095	6785	009
D 	2022-02-05 15:52:47	  68 	c1937 	 2763 	 3474	  966	  880	 1048	 1165	 1420	 4095	6785	009
D 	2022-02-05 15:53:47	  70 	c1937 	 2763 	 3474	  949	  884	 1051	 1167	 1421	 4095	6785	009
D 	2022-02-05 15:54:47	  68 	c1937 	 2763 	 3475	  957	  880	 1048	 1165	 1420	 4095	6787	009
D 	2022-02-05 15:55:47	  68 	c1937 	 2763 	 3475	  966	  881	 1047	 1171	 1420	 4095	6787	009
D 	2022-02-05 15:56:47	  68 	c1937 	 2763 	 3474	  940	  889	 1048	 1165	 1421	 4095	6785	009
D 	2022-02-05 15:57:47	  67 	c1937 	 2763 	 3475	  902	  912	 1108	 1169	 1420	 4095	6787	009
D 	2022-02-05 15:58:47	  67 	c1937 	 2763 	 3476	  941	  887	 1056	 1166	 1419	 4095	6789	009
D 	2022-02-05 15:59:47	  69 	c1937 	 2763 	 3475	  940	  888	 1048	 1165	 1420	 4095	6787	009
D 	2022-02-05 16:00:47	  65 	c1937 	 2763 	 3474	  905	  905	 1108	 1168	 1420	 4095	6785	009
D 	2022-02-05 16:01:47	  68 	c1937 	 2763 	 3473	  882	  849	 1048	 1165	 1419	 4095	6783	009
D 	2022-02-05 16:02:47	  69 	c1937 	 2763 	 3475	  872	  851	 1052	 1169	 1420	 4095	6787	009
D 	2022-02-05 16:03:47	  66 	c1937 	 2763 	 3471	  843	  855	 1055	 1171	 1421	 4095	6779	009
D 	2022-02-05 16:04:47	  65 	c1937 	 2763 	 3471	  832	  859	 1051	 1167	 1420	 4095	6779	009
T 	2022-02-05 16:05:36	 677 	c1937 	 2763 
S
D 	2022-02-05 16:05:47	  68 	c1937 	 2763 	 3473	  819	  864	 1048	 1165	 1420	 4095	6783	009
D 	2022-02-05 16:06:47	  67 	c1937 	 2763 	 3473	  822	  866	 1051	 1168	 1421	 4095	6783	009
D 	2022-02-05 16:07:47	  68 	c1937 	 2763 	 3469	  785	  879	 1056	 1165	 1420	 4095	6775	009
D 	2022-02-05 16:08:47	  65 	c1937 	 2763 	 3474	  769	  887	 1055	 1171	 1420	 4095	6785	009
D 	2022-02-05 16:09:47	  68 	c1937 	 2763 	 3474	  747	  828	 1051	 1168	 1419	 4095	6785	009
D 	2022-02-05 16:10:47	  68 	c1937 	 2763 	 3475	  728	  828	 1051	 1168	 1419	 4095	6787	009
D 	2022-02-05 16:11:47	  65 	c1937 	 2763 	 3471	  719	  834	 1051	 1169	 1420	 4095	6779	009
D 	2022-02-05 16:12:47	  70 	c1937 	 2763 	 3475	  705	  834	 1051	 1168	 1420	 4095	6787	009
D 	2022-02-05 16:13:47	  68 	c1937 	 2763 	 3473	  695	  843	 1051	 1168	 1420	 4095	6783	009
D 	2022-02-05 16:14:47	  67 	c1937 	 2763 	 3473	  689	  840	 1048	 1165	 1420	 4095	6783	009
D 	2022-02-05 16:15:47	  69 	c1937 	 2763 	 3471	  685	  841	 1048	 1166	 1419	 4095	6779	009
D 	2022-02-05 16:16:47	  69 	c1937 	 2763 	 3473	  665	  850	 1051	 1168	 1420	 4095	6783	009
D 	2022-02-05 16:17:47	  69 	c1937 	 2763 	 3473	  641	  859	 1051	 1168	 1419	 4095	6783	009
D 	2022-02-05 16:18:47	  70 	c1937 	 2763 	 3473	  627	  802	 1051	 1168	 1419	 4095	6783	009
D 	2022-02-05 16:19:47	  70 	c1937 	 2763 	 3471	  612	  805	 1051	 1168	 1420	 4095	6779	009
D 	2022-02-05 16:20:47	  68 	c1937 	 2763 	 3471	  590	  810	 1051	 1168	 1418	 4095	6779	008
D 	2022-02-05 16:21:47	  67 	c1937 	 2763 	 3472	  565	  816	 1047	 1171	 1420	 4095	6781	009
D 	2022-02-05 16:22:47	  68 	c1937 	 2763 	 3471	  540	  823	 1055	 1171	 1419	 4095	6779	009
D 	2022-02-05 16:23:47	  69 	c1937 	 2763 	 3473	  509	  834	 1051	 1168	 1419	 4095	6783	009
D 	2022-02-05 16:24:47	  64 	c1937 	 2763 	 3471	  485	  772	 1051	 1168	 1418	 4095	6779	008
D 	2022-02-05 16:25:47	  64 	c1937 	 2763 	 3472	  467	  774	 1053	 1168	 1418	 4095	6781	008
D 	2022-02-05 16:26:47	  68 	c1937 	 2763 	 3472	  450	  778	 1051	 1168	 1419	 4095	6781	009
D 	2022-02-05 16:27:47	  65 	c1937 	 2763 	 3472	  440	  779	 1051	 1167	 1417	 4095	6781	008
D 	2022-02-05 16:28:47	  69 	c1937 	 2763 	 3471	  428	  784	 1049	 1165	 1418	 4095	6779	008
D 	2022-02-05 16:29:47	  66 	c1937 	 2763 	 3471	  424	  782	 1053	 1167	 1418	 4095	6779	008
D 	2022-02-05 16:30:47	  69 	c1937 	 2763 	 3471	  420	  785	 1049	 1165	 1419	 4095	6779	009
D 	2022-02-05 16:31:47	  69 	c1937 	 2763 	 3470	  421	  784	 1049	 1165	 1419	 4095	6777	009
D 	2022-02-05 16:32:47	  64 	c1937 	 2763 	 3473	  421	  784	 1049	 1165	 1418	 4095	6783	008
T 	2022-02-05 16:33:01	 765 	c1937 	 2763 
S
D 	2022-02-05 16:33:47	  67 	c1937 	 2763 	 3472	  419	  785	 1049	 1164	 1418	 4095	6781	008
D 	2022-02-05 16:34:47	  68 	c1937 	 2763 	 3471	  416	  783	 1054	 1171	 1417	 4095	6779	008
D 	2022-02-05 16:35:47	  68 	c1937 	 2763 	 3470	  418	  785	 1048	 1166	 1419	 4095	6777	009
D 	2022-02-05 16:36:47	  67 	c1937 	 2763 	 3471	  422	  787	 1051	 1168	 1417	 4095	6779	008
D 	2022-02-05 16:37:47	  64 	c1937 	 2763 	 3471	  424	  781	 1050	 1167	 1418	 4095	6779	008
D 	2022-02-05 16:38:47	  67 	c1937 	 2763 	 3468	  423	  786	 1051	 1168	 1418	 4095	6773	008
D 	2022-02-05 16:39:47	  69 	c1937 	 2763 	 3469	  415	  788	 1051	 1167	 1417	 4095	6775	008
D 	2022-02-05 16:40:47	  66 	c1937 	 2763 	 3469	  407	  792	 1048	 1165	 1418	 4095	6775	008
D 	2022-02-05 16:41:47	  65 	c1937 	 2763 	 3469	  403	  790	 1053	 1168	 1417	 4095	6775	008
D 	2022-02-05 16:42:47	  69 	c1937 	 2763 	 3471	  396	  791	 1054	 1170	 1417	 4095	6779	008
D 	2022-02-05 16:43:47	  69 	c1937 	 2763 	 3470	  395	  790	 1053	 1169	 1418	 4095	6777	008
D 	2022-02-05 16:44:47	  65 	c1937 	 2763 	 3468	  394	  791	 1053	 1168	 1416	 4095	6773	008
D 	2022-02-05 16:45:47	  68 	c1937 	 2763 	 3471	  397	  791	 1054	 1171	 1418	 4095	6779	008
D 	2022-02-05 16:46:47	  68 	c1937 	 2763 	 3471	  397	  790	 1054	 1171	 1417	 4095	6779	008
D 	2022-02-05 16:47:47	  68 	c1937 	 2763 	 3471	  394	  792	 1048	 1166	 1418	 4095	6779	008
D 	2022-02-05 16:48:47	  69 	c1937 	 2763 	 3469	  388	  794	 1051	 1168	 1417	 4095	6775	008
D 	2022-02-05 16:49:47	  68 	c1937 	 2763 	 3471	  387	  793	 1049	 1166	 1418	 4095	6779	008
D 	2022-02-05 16:50:47	  69 	c1937 	 2763 	 3471	  380	  798	 1053	 1168	 1417	 4095	6779	008
D 	2022-02-05 16:51:47	  69 	c1937 	 2763 	 3469	  378	  739	  991	 1115	 1417	 4095	6775	008
D 	2022-02-05 16:52:47	  68 	c1937 	 2763 	 3470	  375	  743	  996	 1111	 1417	 4095	6777	008
D 	2022-02-05 16:53:47	  67 	c1937 	 2763 	 3470	  374	  744	  988	 1111	 1418	 4095	6777	008
D 	2022-02-05 16:54:47	  68 	c1937 	 2763 	 3466	  371	  739	  992	 1107	 1418	 4095	6769	008
D 	2022-02-05 16:55:47	  68 	c1937 	 2763 	 3469	  369	  738	  991	 1115	 1417	 4095	6775	008
D 	2022-02-05 16:56:47	  65 	c1937 	 2763 	 3470	  366	  744	  988	 1111	 1416	 4095	6777	008
D 	2022-02-05 16:57:47	  69 	c1937 	 2763 	 3465	  362	  741	  992	 1107	 1415	 4095	6767	008
D 	2022-02-05 16:58:47	  67 	c1937 	 2763 	 3469	  360	  739	  992	 1107	 1417	 4095	6775	008
D 	2022-02-05 16:59:47	  64 	c1937 	 2763 	 3469	  359	  746	  991	 1115	 1417	 4095	6775	008
D 	2022-02-05 17:00:47	  67 	c1937 	 2763 	 3469	  355	  743	  996	 1110	 1417	 4095	6775	008
D 	2022-02-05 17:01:47	  64 	c1937 	 2763 	 3468	  355	  743	  996	 1110	 1416	 4095	6773	008
D 	2022-02-05 17:02:47	  69 	c1937 	 2763 	 3470	  350	  747	  992	 1107	 1417	 4095	6777	008
D 	2022-02-05 17:03:47	  69 	c1937 	 2763 	 3469	  347	  744	  988	 1111	 1416	 4095	6775	008
D 	2022-02-05 17:04:47	  69 	c1937 	 2763 	 3469	  345	  742	  995	 1111	 1416	 4095	6775	008
D 	2022-02-05 17:05:47	  67 	c1937 	 2763 	 3470	  340	  746	  992	 1107	 1417	 4095	6777	008
D 	2022-02-05 17:06:47	  67 	c1937 	 2763 	 3466	  338	  746	  991	 1114	 1416	 4095	6769	008
D 	2022-02-05 17:07:47	  67 	c1937 	 2763 	 3467	  336	  744	  988	 1111	 1417	 4095	6771	008
D 	2022-02-05 17:08:47	  69 	c1937 	 2763 	 3467	  335	  748	  992	 1107	 1417	 4095	6771	008
D 	2022-02-05 17:09:47	  65 	c1937 	 2763 	 3469	  332	  747	  991	 1114	 1417	 4095	6775	008
D 	2022-02-05 17:10:47	  69 	c1937 	 2763 	 3468	  328	  744	  988	 1111	 1417	 4095	6773	008
D 	2022-02-05 17:11:47	  68 	c1937 	 2763 	 3466	  325	  747	  991	 1115	 1417	 4095	6769	008
D 	2022-02-05 17:12:47	  66 	c1937 	 2763 	 3465	  323	  749	  992	 1107	 1417	 4095	6767	008
D 	2022-02-05 17:13:47	  68 	c1937 	 2763 	 3467	  321	  746	  991	 1114	 1415	 4095	6771	008
D 	2022-02-05 17:14:47	  69 	c1937 	 2763 	 3467	  318	  752	  989	 1111	 1417	 4095	6771	008
T 	2022-02-05 17:14:48	 721 	c1937 	 2763 
S
D 	2022-02-05 17:15:47	  67 	c1937 	 2763 	 3467	  316	  749	  992	 1107	 1415	 4095	6771	008
D 	2022-02-05 17:16:47	  64 	c1937 	 2763 	 3467	  314	  751	  996	 1111	 1416	 4095	6771	008
D 	2022-02-05 17:17:47	  65 	c1937 	 2763 	 3467	  312	  749	  992	 1107	 1416	 4095	6771	008
D 	2022-02-05 17:18:47	  66 	c1937 	 2763 	 3467	  310	  754	  992	 1107	 1416	 4095	6771	008
D 	2022-02-05 17:19:47	  66 	c1937 	 2763 	 3467	  308	  753	  988	 1111	 1415	 4095	6771	008
D 	2022-02-05 17:20:47	  69 	c1937 	 2763 	 3465	  307	  751	  997	 1111	 1415	 4095	6767	008
D 	2022-02-05 17:21:47	  68 	c1937 	 2763 	 3466	  301	  751	  996	 1110	 1417	 4095	6769	008
D 	2022-02-05 17:22:47	  67 	c1937 	 2763 	 3465	  301	  752	  987	 1110	 1416	 4095	6767	008
D 	2022-02-05 17:23:47	  66 	c1937 	 2763 	 3464	  300	  752	  988	 1110	 1416	 4095	6765	008
D 	2022-02-05 17:24:47	  70 	c1937 	 2763 	 3464	  297	  749	  992	 1107	 1415	 4095	6765	008
D 	2022-02-05 17:25:47	  66 	c1937 	 2763 	 3464	  293	  752	  987	 1111	 1414	 4095	6765	008
D 	2022-02-05 17:26:47	  67 	c1937 	 2763 	 3466	  240	  710	  995	 1111	 1417	 4095	6769	008
D 	2022-02-05 17:27:47	  69 	c1937 	 2763 	 3467	  198	  723	  992	 1107	 1415	 4095	6771	008
D 	2022-02-05 17:28:47	  70 	c1937 	 2763 	 3463	  162	  724	  991	 1113	 1416	 4095	6763	008
D 	2022-02-05 17:29:47	  70 	c1937 	 2763 	 3464	  134	  728	  989	 1110	 1414	 4095	6765	008
D 	2022-02-05 17:30:47	  68 	c1937 	 2763 	 3463	  113	  679	  994	 1111	 1416	 4095	6763	008
D 	2022-02-05 17:31:47	  69 	c1937 	 2763 	 3463	   95	  689	  989	 1110	 1416	 4095	6763	008
D 	2022-02-05 17:32:47	  66 	c1937 	 2763 	 3467	   79	  690	  991	 1114	 1416	 4095	6771	008
D 	2022-02-05 17:33:47	  66 	c1937 	 2763 	 3466	   67	  689	  988	 1111	 1415	 4095	6769	008
D 	2022-02-05 17:34:47	  69 	c1937 	 2763 	 3466	   57	  688	  988	 1111	 1415	 4095	6769	008
D 	2022-02-05 17:35:47	  64 	c1937 	 2763 	 3465	   48	  688	  989	 1110	 1416	 4095	6767	008
D 	2022-02-05 17:36:47	  68 	c1937 	 2763 	 3462	   43	  690	  991	 1114	 1415	 4095	6761	008
D 	2022-02-05 17:37:47	  68 	c1937 	 2763 	 3462	   37	  689	  988	 1111	 1415	 4095	6761	008
D 	2022-02-05 17:38:47	  68 	c1937 	 2763 	 3464	   33	  687	  995	 1110	 1416	 4095	6765	008
D 	2022-02-05 17:39:47	  67 	c1937 	 2763 	 3465	   29	  690	  991	 1114	 1415	 4095	6767	008
D 	2022-02-05 17:40:47	  67 	c1937 	 2763 	 3465	   25	  688	  989	 1111	 1415	 4095	6767	008
D 	2022-02-05 17:41:47	  66 	c1937 	 2763 	 3464	   22	  693	  991	 1114	 1415	 4095	6765	008
D 	2022-02-05 17:42:47	  66 	c1937 	 2763 	 3463	   19	  689	  988	 1111	 1416	 4095	6763	008
D 	2022-02-05 17:43:47	  66 	c1937 	 2763 	 3462	   17	  687	  995	 1110	 1416	 4095	6761	008
D 	2022-02-05 17:44:47	  65 	c1937 	 2763 	 3462	   14	  691	  992	 1107	 1416	 4095	6761	008
D 	2022-02-05 17:45:47	  66 	c1937 	 2763 	 3461	   13	  688	  988	 1111	 1416	 4095	6759	008
T 	2022-02-05 17:46:29	 985 	c1937 	 2763 
S
D 	2022-02-05 17:46:47	  66 	c1937 	 2763 	 3463	   11	  687	  995	 1110	 1417	 4095	6763	008
D 	2022-02-05 17:47:47	  70 	c1937 	 2763 	 3462	    9	  685	  992	 1107	 1415	 4095	6761	008
D 	2022-02-05 17:48:47	  66 	c1937 	 2763 	 3462	    9	  685	  992	 1107	 1416	 4095	6761	008
D 	2022-02-05 17:49:47	  68 	c1937 	 2763 	 3463	    8	  684	  992	 1107	 1416	 4095	6763	008
D 	2022-02-05 17:50:47	  64 	c1937 	 2763 	 3463	    7	  690	  991	 1114	 1416	 4095	6763	008
D 	2022-02-05 17:51:47	  69 	c1937 	 2763 	 3463	    7	  690	  991	 1114	 1416	 4095	6763	008
D 	2022-02-05 17:52:47	  69 	c1937 	 2763 	 3463	    6	  690	  991	 1114	 1417	 4095	6763	008
D 	2022-02-05 17:53:47	  69 	c1937 	 2763 	 3462	    6	  690	  990	 1114	 1417	 4095	6761	008
D 	2022-02-05 17:54:47	  65 	c1937 	 2763 	 3461	    5	  688	  989	 1110	 1416	 4095	6759	008
D 	2022-02-05 17:55:47	  69 	c1937 	 2763 	 3462	    5	  686	  995	 1110	 1416	 4095	6761	008
D 	2022-02-05 17:56:47	  68 	c1937 	 2763 	 3463	    4	  687	  994	 1110	 1416	 4095	6763	008
D 	2022-02-05 17:57:47	  70 	c1937 	 2763 	 3464	    4	  687	  994	 1109	 1416	 4095	6765	008
D 	2022-02-05 17:58:47	  68 	c1937 	 2763 	 3460	    4	  686	  993	 1107	 1417	 4095	6757	008
D 	2022-02-05 17:59:47	  65 	c1937 	 2763 	 3461	    3	  686	  995	 1110	 1417	 4095	6759	008
D 	2022-02-05 18:00:47	  67 	c1937 	 2763 	 3463	    3	  687	  995	 1111	 1417	 4095	6763	008
D 	2022-02-05 18:01:47	  70 	c1937 	 2763 	 3461	    3	  687	  994	 1110	 1417	 4095	6759	008
D 	2022-02-05 18:02:47	  67 	c1937 	 2763 	 3463	    3	  687	  995	 1111	 1415	 4095	6763	008
D 	2022-02-05 18:03:47	  68 	c1937 	 2763 	 3461	    3	  686	  994	 1110	 1416	 4095	6759	008
D 	2022-02-05 18:04:47	  65 	c1937 	 2763 	 3461	    3	  686	  994	 1111	 1415	 4095	6759	008
D 	2022-02-05 18:05:47	  68 	c1937 	 2763 	 3461	    3	  687	  994	 1110	 1417	 4095	6759	008
D 	2022-02-05 18:06:47	  70 	c1937 	 2763 	 3462	    3	  687	  994	 1110	 1417	 4095	6761	008
D 	2022-02-05 18:07:47	  68 	c1937 	 2763 	 3462	    3	  686	  995	 1110	 1417	 4095	6761	008
T 	2022-02-05 18:08:25	 771 	c1937 	 2763 
S
D 	2022-02-05 18:08:47	  68 	c1937 	 2763 	 3393	    3	  687	  994	 1110	 1418	 4095	6626	008
D 	2022-02-05 18:09:47	  66 	c1937 	 2763 	 3461	    3	  687	  994	 1110	 1417	 4095	6759	008
D 	2022-02-05 18:10:47	  70 	c1937 	 2763 	 3459	    3	  687	  994	 1110	 1416	 4095	6755	008
D 	2022-02-05 18:11:47	  68 	c1937 	 2763 	 3459	    3	  687	  995	 1110	 1417	 4095	6755	008
D 	2022-02-05 18:12:47	  68 	c1937 	 2763 	 3459	    3	  686	  995	 1111	 1419	 4095	6755	009
D 	2022-02-05 18:13:47	  66 	c1937 	 2763 	 3459	    3	  687	  994	 1109	 1417	 4095	6755	008
D 	2022-02-05 18:14:47	  65 	c1937 	 2763 	 3458	    4	  686	  995	 1110	 1417	 4095	6753	008
D 	2022-02-05 18:15:47	  66 	c1937 	 2763 	 3462	    3	  687	  994	 1110	 1418	 4095	6761	008
D 	2022-02-05 18:16:47	  65 	c1937 	 2763 	 3460	    3	  687	  994	 1110	 1417	 4095	6757	008
D 	2022-02-05 18:17:47	  69 	c1937 	 2763 	 3461	    3	  687	  994	 1110	 1417	 4095	6759	008
D 	2022-02-05 18:18:47	  67 	c1937 	 2763 	 3460	    3	  687	  994	 1110	 1418	 4095	6757	008
D 	2022-02-05 18:19:47	  68 	c1937 	 2763 	 3458	    4	  687	  995	 1110	 1417	 4095	6753	008
D 	2022-02-05 18:20:47	  65 	c1937 	 2763 	 3460	    3	  686	  995	 1109	 1417	 4095	6757	008
D 	2022-02-05 18:21:47	  67 	c1937 	 2763 	 3459	    3	  687	  995	 1110	 1416	 4095	6755	008
D 	2022-02-05 18:22:47	  67 	c1937 	 2763 	 3458	    4	  687	  994	 1110	 1418	 4095	6753	008
D 	2022-02-05 18:23:47	  69 	c1937 	 2763 	 3459	    4	  687	  995	 1110	 1416	 4095	6755	008
D 	2022-02-05 18:24:47	  65 	c1937 	 2763 	 3459	    4	  687	  996	 1110	 1417	 4095	6755	008
D 	2022-02-05 18:25:47	  65 	c1937 	 2763 	 3460	    3	  687	  994	 1110	 1417	 4095	6757	008
D 	2022-02-05 18:26:47	  68 	c1937 	 2763 	 3460	    3	  686	  995	 1111	 1417	 4095	6757	008
D 	2022-02-05 18:27:47	  69 	c1937 	 2763 	 3460	    4	  688	  988	 1111	 1416	 4095	6757	008
D 	2022-02-05 18:28:47	  70 	c1937 	 2763 	 3460	    4	  687	  995	 1110	 1419	 4095	6757	009
D 	2022-02-05 18:29:47	  69 	c1937 	 2763 	 3459	    3	  687	  995	 1110	 1417	 4095	6755	008
D 	2022-02-05 18:30:47	  69 	c1937 	 2763 	 3459	    3	  687	  995	 1110	 1417	 4095	6755	008
D 	2022-02-05 18:31:47	  68 	c1937 	 2763 	 3459	    3	  686	  995	 1110	 1418	 4095	6755	008
D 	2022-02-05 18:32:47	  66 	c1937 	 2763 	 3457	    3	  687	  995	 1109	 1417	 4095	6751	008
D 	2022-02-05 18:33:47	  69 	c1937 	 2763 	 3459	    3	  687	  995	 1110	 1418	 4095	6755	008
T 	2022-02-05 18:34:28	 239 	c1937 	 2763 
S
D 	2022-02-05 18:34:47	  69 	c1937 	 2763 	 3460	    3	  687	  995	 1111	 1417	 4095	6757	008
D 	2022-02-05 18:35:47	  68 	c1937 	 2763 	 3459	    3	  687	  995	 1110	 1417	 4095	6755	008
D 	2022-02-05 18:36:47	  68 	c1937 	 2763 	 3456	    3	  686	  994	 1110	 1416	 4095	6750	008
D 	2022-02-05 18:37:47	  68 	c1937 	 2763 	 3456	    3	  686	  993	 1107	 1417	 4095	6750	008
D 	2022-02-05 18:38:47	  69 	c1937 	 2763 	 3459	    3	  687	  994	 1110	 1417	 4095	6755	008
D 	2022-02-05 18:39:47	  66 	c1937 	 2763 	 3456	    3	  686	  995	 1110	 1417	 4095	6750	008
D 	2022-02-05 18:40:47	  68 	c1937 	 2763 	 3457	    4	  687	  995	 1110	 1417	 4095	6751	008
D 	2022-02-05 18:41:47	  69 	c1937 	 2763 	 3459	    4	  687	  994	 1110	 1416	 4095	6755	008
D 	2022-02-05 18:42:47	  68 	c1937 	 2763 	 3459	    3	  686	  995	 1110	 1417	 4095	6755	008
D 	2022-02-05 18:43:47	  69 	c1937 	 2763 	 3459	    4	  687	  994	 1111	 1417	 4095	6755	008
D 	2022-02-05 18:44:47	  68 	c1937 	 2763 	 3458	    4	  687	  995	 1110	 1417	 4095	6753	008
D 	2022-02-05 18:45:47	  68 	c1937 	 2763 	 3459	    5	  687	  994	 1109	 1416	 4095	6755	008
D 	2022-02-05 18:46:47	  67 	c1937 	 2763 	 3459	    5	  687	  995	 1110	 1418	 4095	6755	008
D 	2022-02-05 18:47:47	  67 	c1937 	 2763 	 3457	    4	  687	  995	 1110	 1417	 4095	6751	008
D 	2022-02-05 18:48:47	  65 	c1937 	 2763 	 3458	    4	  687	  995	 1110	 1417	 4095	6753	008
D 	2022-02-05 18:49:47	  68 	c1937 	 2763 	 3457	    4	  687	  994	 1110	 1415	 4095	6751	008
D 	2022-02-05 18:50:47	  68 	c1937 	 2763 	 3459	    4	  687	  995	 1110	 1417	 4095	6755	008
