btoRing,TagID_Hex,RFID,SPEC,dateFirstCaptured,ageFirstCaptured,SEX
Z066972,01103F4BA5,103F4BA5,BT,22/05/2019,1,
Z066973,01103F6CA0,103F6CA0,BT,22/05/2019,1,
Z066974,01103F534C,103F534C,BT,22/05/2019,1,
Z066975,01103F4219,103F4219,BT,22/05/2019,1,
Z066976,01103F402D,103F402D,BT,22/05/2019,1,
Z066977,01103F795A,103F795A,BT,22/05/2019,1,
Z066978,01103F71AD,103F71AD,BT,22/05/2019,1,
Z066979,01103F5C4B,103F5C4B,BT,22/05/2019,1,
Z066980,01103F5B83,103F5B83,BT,22/05/2019,1,
Z066981,01103F55DF,103F55DF,BT,22/05/2019,1,
Z066982,01103F547E,103F547E,BT,22/05/2019,1,
Z066983,01103F6448,103F6448,BT,22/05/2019,1,
Z066984,01103F8BED,103F8BED,BT,22/05/2019,1,
Z066985,011016C681,1016C681,BT,22/05/2019,1,
Z066986,01103F3E3E,103F3E3E,BT,22/05/2019,1,
Z066987,01103F4AF5,103F4AF5,BT,22/05/2019,1,
Z066988,01103F5D00,103F5D00,BT,22/05/2019,1,
Z066989,01103F8454,103F8454,BT,22/05/2019,1,
Z066990,01103F7CEE,103F7CEE,BT,22/05/2019,1,
Z066991,01103F4E67,103F4E67,BT,22/05/2019,1,
Z066992,01103F6EDF,103F6EDF,BT,22/05/2019,1,
Z066993,01103F7B8E,103F7B8E,BT,22/05/2019,1,
Z066994,01103F5041,103F5041,BT,22/05/2019,1,
Z066995,01103F463E,103F463E,BT,22/05/2019,1,
Z066996,01103F71A3,103F71A3,BT,22/05/2019,1,
TV34453,01103F545E,103F545E,GT,23/05/2019,1,
TV34454,01103F576F,103F576F,GT,23/05/2019,1,
TV34455,01103F5246,103F5246,GT,23/05/2019,1,
TV34456,01103F6FA8,103F6FA8,GT,23/05/2019,1,
TV34457,01103F5A14,103F5A14,GT,23/05/2019,1,
TV34458,01103F50CF,103F50CF,GT,23/05/2019,1,
TV34459,01103F72A4,103F72A4,GT,23/05/2019,1,
Y584147,01103F5883,103F5883,BT,23/05/2019,1,
Y584148,01103F44CA,103F44CA,BT,23/05/2019,1,
Y584149,01103F8697,103F8697,BT,23/05/2019,1,
Y584150,01103F67CB,103F67CB,BT,23/05/2019,1,
Y584151,01103F5FFA,103F5FFA,BT,23/05/2019,1,
Y584152,011016DEC8,1016DEC8,BT,23/05/2019,1,
Y584153,01103F878B,103F878B,BT,23/05/2019,1,
Y584154,01103F5C85,103F5C85,BT,23/05/2019,1,
Y584155,01103F69FF,103F69FF,BT,23/05/2019,1,
Y584156,01103F6B53,103F6B53,BT,23/05/2019,1,
Y584157,01103F7C3A,103F7C3A,BT,23/05/2019,1,
Y584158,01103F6AA6,103F6AA6,BT,23/05/2019,1,
Y584159,01103F47F3,103F47F3,BT,23/05/2019,1,
Y584160,01103F3F9D,103F3F9D,BT,23/05/2019,1,
Y584161,01103F62CE,103F62CE,BT,23/05/2019,1,
Z066997,01103F5728,103F5728,BT,23/05/2019,1,
Z066998,01103F574D,103F574D,BT,23/05/2019,1,
Z066999,01103F49C4,103F49C4,BT,23/05/2019,1,
Z067000,01103F3F56,103F3F56,BT,23/05/2019,1,
Y584162,01103F7B58,103F7B58,GT,23/05/2019,5,M
TV34475,011016FB5C,1016FB5C,GT,24/05/2019,1,
TV34476,1.10E+12,0,GT,24/05/2019,1,
TV34477,110170612,10170612,GT,24/05/2019,1,
TV34478,011016B718,1016B718,GT,24/05/2019,1,
TV34479,110174839,10174839,GT,24/05/2019,1,
TV34480,110173256,10173256,GT,24/05/2019,1,
TV34481,011016FD03,1016FD03,GT,24/05/2019,1,
TV34482,1.10E+51,1.10E+51,GT,24/05/2019,1,
Y584163,01103F5DB4,103F5DB4,BT,24/05/2019,1,
Y584164,01103F5451,103F5451,BT,24/05/2019,1,
Y584165,01103F78EE,103F78EE,BT,24/05/2019,1,
Y584166,01103F41B2,103F41B2,BT,24/05/2019,1,
Y584167,01103F609F,103F609F,BT,24/05/2019,1,
Y584168,011016DAA6,1016DAA6,BT,24/05/2019,1,
Y584169,01103F62AB,103F62AB,BT,24/05/2019,1,
TV34460,01103F5FF9,103F5FF9,GT,25/05/2019,1,
TV34461,01103F5725,103F5725,GT,25/05/2019,1,
TV34462,01103F8B5A,103F8B5A,GT,25/05/2019,1,
TV34463,01103F86AB,103F86AB,GT,25/05/2019,1,
TV34464,01103F7752,103F7752,GT,25/05/2019,1,
TV34465,01103F63CA,103F63CA,GT,25/05/2019,1,
TV34466,01103F7294,103F7294,GT,25/05/2019,1,
TV34467,01103F8ED8,103F8ED8,GT,25/05/2019,1,
TV34468,01103F6A24,103F6A24,GT,25/05/2019,1,
TV34469,01103F6360,103F6360,GT,25/05/2019,1,
TV34470,011017330A,1017330A,GT,25/05/2019,1,
TV34472,0110171CD6,10171CD6,GT,25/05/2019,1,
TV34474,0110174E0F,10174E0F,GT,25/05/2019,1,
TV34483,01103F5A15,103F5A15,GT,26/05/2019,1,
TV34484,01103F87A5,103F87A5,GT,26/05/2019,1,
TV34485,011016FC56,1016FC56,GT,26/05/2019,1,
TV34486,01101721EC,101721EC,GT,26/05/2019,1,
TV34487,0110174D3A,10174D3A,GT,26/05/2019,1,
TV34488,0110170CDE,10170CDE,GT,26/05/2019,1,
TV34489,0110174F7D,10174F7D,GT,26/05/2019,1,
TV34490,0110174E0C,10174E0C,GT,26/05/2019,1,
TV34491,011017509E,1017509E,GT,26/05/2019,1,
TV34492,011016FB57,1016FB57,GT,26/05/2019,1,
TV34493,01103F8E67,103F8E67,GT,26/05/2019,1,
TV34494,0110174DE2,10174DE2,GT,26/05/2019,1,
TV34495,110171937,10171937,GT,26/05/2019,1,
TV34496,0110174D18,10174D18,GT,26/05/2019,1,
Y584170,01103F4ECA,103F4ECA,BT,26/05/2019,5,F
TV34497,011016F9E8,1016F9E8,GT,29/05/2019,1,
TV34498,011017494C,1017494C,GT,29/05/2019,1,
TV34499,0110174F01,10174F01,GT,29/05/2019,1,
TV34500,0110170B8F,10170B8F,GT,29/05/2019,1,
TV34531,110172077,10172077,GT,29/05/2019,1,
TV34532,011017015B,1017015B,GT,29/05/2019,1,
TV34533,0110171AAB,10171AAB,GT,29/05/2019,1,
TV34534,011016FC71,1016FC71,GT,29/05/2019,1,
TV34535,0110174D41,10174D41,GT,29/05/2019,1,
TV34536,011017352B,1017352B,GT,29/05/2019,1,
TV34537,0110174FCF,10174FCF,GT,29/05/2019,1,
TV34538,011016FB59,1016FB59,GT,29/05/2019,1,
TV34539,011016FD76,1016FD76,GT,29/05/2019,1,
TV34540,0110174C57,10174C57,GT,29/05/2019,1,
TV34541,110173958,10173958,GT,29/05/2019,1,
Y584178,01103F85F9,103F85F9,BT,29/05/2019,1,
Y584179,011016C68D,1016C68D,BT,29/05/2019,1,
Y584180,01103F7548,103F7548,BT,29/05/2019,1,
Y584181,01103FA1EF,103FA1EF,BT,02/10/2019,3,
Y584182,01103F4CD9,103F4CD9,BT,02/10/2019,3,
Y584183,01103F5720,103F5720,BT,02/10/2019,3,
Y584184,01103F8E11,103F8E11,BT,02/10/2019,3,
Y584185,011016F85C,1016F85C,BT,02/10/2019,3,
Y584186,01103F763A,103F763A,BT,02/10/2019,3,
Y584188,01103F7578,103F7578,BT,02/10/2019,3,
Y584189,01103F9AC4,103F9AC4,BT,02/10/2019,3,
Y584190,011016E61D,1016E61D,BT,02/10/2019,3,
Y584191,01103F3CED,103F3CED,BT,02/10/2019,3,
Y584192,01103F4B02,103F4B02,BT,02/10/2019,3,
Y584193,01103F446E,103F446E,BT,02/10/2019,3,
Y584194,01103F5C8D,103F5C8D,BT,02/10/2019,3,
Y584195,01103F462C,103F462C,BT,02/10/2019,3,
Y584196,01103F4254,103F4254,BT,02/10/2019,3,
Y584197,01103F4149,103F4149,GT,02/10/2019,3,F
Y584198,011016E84E,1016E84E,BT,02/10/2019,3,
Y584199,01103F7EA5,103F7EA5,BT,02/10/2019,3,
Y584200,011016CDE4,1016CDE4,BT,02/10/2019,3,
Y584201,01103F6095,103F6095,BT,02/10/2019,3,
TW45905,01103F3E7D,103F3E7D,GT,02/10/2019,3,M
Y584202,01103F8018,103F8018,BT,02/10/2019,3,
Y584203,011016E439,1016E439,BT,02/10/2019,3,
Y584204,01103F42A5,103F42A5,BT,02/10/2019,3,
Y584205,01103F60D7,103F60D7,BT,02/10/2019,3,
Y584206,01103FCDA4,103FCDA4,BT,02/10/2019,3,
Y584207,01103FB613,103FB613,BT,02/10/2019,3,
Y584208,01103F4723,103F4723,BT,02/10/2019,3,
Y584209,01103F7690,103F7690,BT,02/10/2019,3,
Y584210,01103F3DEE,103F3DEE,BT,02/10/2019,3,
Y584211,011016E7D5,1016E7D5,BT,02/10/2019,3,
Y584212,01103F7AE2,103F7AE2,BT,02/10/2019,3,
Y584213,01103F81F1,103F81F1,BT,02/10/2019,3,
Y584214,01103F5967,103F5967,BT,02/10/2019,3,
Y584215,01103FC3A9,103FC3A9,GT,02/10/2019,3,M
Y584216,01103F4584,103F4584,BT,02/10/2019,3,
Y584217,01103FDDBC,103FDDBC,GT,02/10/2019,3,F
Y584218,01103FE558,103FE558,GT,02/10/2019,3,M
Y584219,01103F63BE,103F63BE,GT,02/10/2019,4,F
Y584220,01103FA944,103FA944,GT,02/10/2019,3,M
Y584221,01103FE325,103FE325,GT,02/10/2019,3,F
Y584222,01103F7E05,103F7E05,BT,02/10/2019,3,
Y584224,01103F4CCF,103F4CCF,BT,02/10/2019,3,
Y584225,01103FE319,103FE319,GT,02/10/2019,3,F
Y584226,01103FC8C3,103FC8C3,GT,02/10/2019,3,M
Y584227,01103F9A3A,103F9A3A,GT,02/10/2019,3,F
Y584229,01103F4C6F,103F4C6F,BT,02/10/2019,3,
Y584230,01103F5E08,103F5E08,GT,02/10/2019,3,M
Y584231,01103FE615,103FE615,GT,02/10/2019,3,M
Y584232,01103F99A7,103F99A7,BT,02/10/2019,3,
Y584233,01103F615B,103F615B,BT,02/10/2019,3,
Y584234,01103FCE50,103FCE50,BT,02/10/2019,3,
Y584235,01103FC5DF,103FC5DF,BT,02/10/2019,3,
Y584236,01103F402B,103F402B,BT,02/10/2019,3,
Y584237,01103F6DB0,103F6DB0,BT,02/10/2019,3,
Y584238,01103F3DB1,103F3DB1,BT,02/10/2019,3,
Y584239,01103F3E22,103F3E22,BT,02/10/2019,3,
Y584240,01103F473D,103F473D,BT,02/10/2019,3,
Y584241,01103F703E,103F703E,BT,02/10/2019,3,
Y584242,01103FE761,103FE761,GT,02/10/2019,3,M
Y584243,01103FE24C,103FE24C,GT,02/10/2019,3,F
Y584244,011016C1FD,1016C1FD,BT,02/10/2019,3,
Y584246,01103F582E,103F582E,BT,02/10/2019,3,
Y584247,01103FAD73,103FAD73,BT,02/10/2019,3,
Y584248,01103FBF63,103FBF63,BT,02/10/2019,3,
Y584249,01103FDBF0,103FDBF0,GT,02/10/2019,3,M
Y584252,01103F68B2,103F68B2,GT,02/10/2019,3,M
Y584253,011017451B,1017451B,BT,02/10/2019,3,
Y584254,01103F5E04,103F5E04,GT,02/10/2019,3,M
Y584255,01103FDEBB,103FDEBB,GT,02/10/2019,3,F
Y584256,01103F4043,103F4043,GT,02/10/2019,3,F
Y584257,011016DCE5,1016DCE5,BT,02/10/2019,3,
Y584258,011016F765,1016F765,BT,02/10/2019,3,
Y584260,01103FE05D,103FE05D,GT,02/10/2019,3,M
Y584261,01103FE1F3,103FE1F3,GT,09/10/2019,3,F
Y584262,01103F72A2,103F72A2,BT,09/10/2019,3,
Y584263,01103F9F73,103F9F73,BT,09/10/2019,3,
Y584264,01103FE119,103FE119,GT,09/10/2019,3,M
Y584265,01103F882D,103F882D,BT,09/10/2019,3,
Y584266,01103F8CD8,103F8CD8,BT,09/10/2019,3,
Y584267,01103F4FD6,103F4FD6,BT,09/10/2019,3,
Y584268,01103FA153,103FA153,GT,09/10/2019,3,M
Y584269,01103FDB47,103FDB47,GT,09/10/2019,3,M
Y584270,01103FA9E9,103FA9E9,GT,09/10/2019,3,F
Y584271,01103F5975,103F5975,GT,09/10/2019,3,M
Y584272,01103FBA86,103FBA86,BT,09/10/2019,3,
Y584273,01103F669A,103F669A,BT,09/10/2019,3,
Y584274,01103FE022,103FE022,GT,09/10/2019,3,F
Y584276,01103F4F7C,103F4F7C,BT,09/10/2019,3,
Y584277,01103F4607,103F4607,BT,09/10/2019,3,
Y584278,01103F56C9,103F56C9,BT,09/10/2019,3,
Y584279,01103FC0D3,103FC0D3,GT,09/10/2019,3,F
Y584280,011017277D,1017277D,BT,09/10/2019,3,
Y584281,01103F9F76,103F9F76,GT,09/10/2019,3,M
Y584282,01103F71BC,103F71BC,BT,09/10/2019,3,
Y584284,01103FDF05,103FDF05,GT,09/10/2019,3,M
Y584285,01103FE2E7,103FE2E7,GT,09/10/2019,3,F
Y584286,01103F5551,103F5551,GT,09/10/2019,3,F
Y584287,01103FDDB8,103FDDB8,GT,09/10/2019,3,F
Y584288,01103FE1E4,103FE1E4,GT,09/10/2019,3,F
Y584289,01103FA7EF,103FA7EF,GT,09/10/2019,3,F
Y584290,01103F3FC4,103F3FC4,GT,09/10/2019,3,F
Y584291,01103F54B4,103F54B4,BT,09/10/2019,3,
Y584292,01103F4206,103F4206,BT,09/10/2019,3,
Y584293,01103F6C50,103F6C50,BT,09/10/2019,3,
Y584294,01103F6B3E,103F6B3E,BT,09/10/2019,3,
Y584295,01103FCFC3,103FCFC3,BT,09/10/2019,3,
Y584296,01103F5E5C,103F5E5C,BT,09/10/2019,3,
Y584297,01103F6004,103F6004,BT,09/10/2019,3,
Y584298,01103FDF3E,103FDF3E,GT,09/10/2019,3,M
Y584300,01103F4811,103F4811,BT,09/10/2019,3,
Y584301,01103F671A,103F671A,BT,09/10/2019,3,
Y584302,01103F6249,103F6249,BT,09/10/2019,3,
Y584303,01103F820F,103F820F,BT,09/10/2019,3,
Y584304,01103F7F41,103F7F41,BT,09/10/2019,3,
Y584305,01103FD3C2,103FD3C2,GT,09/10/2019,3,F
Y584306,01103F3D9B,103F3D9B,BT,13/10/2019,3,
Y584309,01103F5D0B,103F5D0B,BT,13/10/2019,3,
Y584311,01103F45A6,103F45A6,BT,13/10/2019,3,
Y584312,01103FE26F,103FE26F,GT,13/10/2019,3,F
Y584313,01103F71B1,103F71B1,BT,13/10/2019,3,
Y584314,01103F42B8,103F42B8,BT,13/10/2019,3,
Y584315,01103F8D00,103F8D00,BT,13/10/2019,3,
Y584316,01103F5477,103F5477,BT,13/10/2019,3,
Y584317,01103F6DA9,103F6DA9,BT,16/10/2019,3,
Y584318,01103F60C4,103F60C4,BT,16/10/2019,3,
Y584319,01103FAE1E,103FAE1E,BT,16/10/2019,3,
Y584320,01103F66F4,103F66F4,BT,16/10/2019,3,
Y584321,01103F6751,103F6751,GT,16/10/2019,3,M
Y584322,01103F3B61,103F3B61,GT,16/10/2019,3,F
Y584323,01103F6CD3,103F6CD3,BT,16/10/2019,3,
Y584324,01103FE0E1,103FE0E1,GT,16/10/2019,3,M
Y584325,01103F3C2C,103F3C2C,BT,16/10/2019,3,
Y584326,01103F5978,103F5978,BT,16/10/2019,3,
Y584328,01103F7A52,103F7A52,BT,16/10/2019,3,
Y584329,01103F7778,103F7778,BT,16/10/2019,3,
Y584330,01103FCA27,103FCA27,BT,16/10/2019,3,
Y584331,01103F42D0,103F42D0,BT,16/10/2019,3,
Y584332,01103F4F12,103F4F12,BT,16/10/2019,3,
Y584333,01103FE038,103FE038,BT,16/10/2019,3,
Y584334,01103F3B45,103F3B45,GT,16/10/2019,3,F
Y584336,01103F7776,103F7776,BT,16/10/2019,3,
Y584337,011016A5D6,1016A5D6,BT,16/10/2019,3,
Y584338,01103F49D8,103F49D8,BT,20/10/2019,3,
Y584339,01103F569E,103F569E,BT,20/10/2019,3,
Y584340,01103F7375,103F7375,GT,20/10/2019,3,F
Y584341,01103F8130,103F8130,BT,20/10/2019,3,
Y584343,01103FE056,103FE056,GT,20/10/2019,3,M
Y584342,01103F4573,103F4573,BT,20/10/2019,3,
Y584344,01103F6B6D,103F6B6D,BT,20/10/2019,3,
Y584345,011016FE30,1016FE30,GT,20/10/2019,3,M
Y584346,01103F8A31,103F8A31,BT,23/10/2019,3,
Y584347,01103F5CED,103F5CED,BT,23/10/2019,3,
Y584348,110174314,10174314,GT,23/10/2019,3,F
Y584349,011016FE8C,1016FE8C,GT,23/10/2019,3,M
Y584350,01101730EB,101730EB,GT,23/10/2019,3,M
Y584351,0110174F80,10174F80,GT,23/10/2019,3,F
Y584352,01103F99AF,103F99AF,GT,23/10/2019,3,M
Y584353,011016F973,1016F973,BT,23/10/2019,3,
Y584354,011016FA64,1016FA64,GT,23/10/2019,3,M
Y584355,110172411,10172411,GT,23/10/2019,3,F
Y584356,0110173D5E,10173D5E,GT,23/10/2019,3,M
Y584358,01103FB4AC,103FB4AC,BT,23/10/2019,3,
Y584359,01103FACCE,103FACCE,BT,23/10/2019,3,
Y584360,0110170A4E,10170A4E,GT,23/10/2019,3,F
Y584361,01103FE71B,103FE71B,GT,23/10/2019,3,M
Y584362,01103F8D25,103F8D25,BT,23/10/2019,3,
Y584364,011016FAF8,1016FAF8,GT,23/10/2019,3,M
Y584365,01103F3B2A,103F3B2A,BT,27/10/2019,3,
Y584366,0110174EE1,10174EE1,GT,27/10/2019,3,F
Y584367,01103FCF04,103FCF04,GT,27/10/2019,3,
Y584368,01103F68AA,103F68AA,BT,27/10/2019,3,
Y584369,011017045F,1017045F,GT,27/10/2019,3,M
Y584370,01103F4231,103F4231,BT,27/10/2019,3,
Y584371,110174137,10174137,GT,27/10/2019,3,F
Y584373,01103F4A5C,103F4A5C,BT,27/10/2019,3,
Y584374,01103F55E8,103F55E8,BT,27/10/2019,3,
Y584375,110170236,10170236,GT,27/10/2019,3,F
Y584376,01103F7F5C,103F7F5C,BT,27/10/2019,3,
Y584377,01103F70F0,103F70F0,BT,27/10/2019,3,
Y584378,01103F7BAD,103F7BAD,BT,27/10/2019,3,
Y584379,01103F762F,103F762F,BT,27/10/2019,3,
Y584380,011016FCF8,1016FCF8,GT,27/10/2019,3,M
Y584381,01103F79FF,103F79FF,BT,30/10/2019,3,
Y584382,01103F884B,103F884B,BT,30/10/2019,3,
Y584383,011016D2E8,1016D2E8,BT,30/10/2019,3,
Y584384,01103FA3DA,103FA3DA,BT,30/10/2019,3,
Y584385,011016F9F3,1016F9F3,GT,30/10/2019,3,F
Y584386,011016FA7D,1016FA7D,GT,30/10/2019,3,M
Y584387,01101748BF,101748BF,GT,30/10/2019,3,
Y584390,01103F749F,103F749F,BT,30/10/2019,3,
Y584391,110173692,10173692,GT,30/10/2019,3,F
Y584392,01103F51B3,103F51B3,BT,30/10/2019,3,
Y584393,01103FA2A0,103FA2A0,BT,03/11/2019,3,
Y584394,01103F5135,103F5135,BT,03/11/2019,3,
Y584395,011016C59F,1016C59F,BT,03/11/2019,3,
Y584397,110172911,10172911,BT,03/11/2019,3,
Y584398,011016FDEB,1016FDEB,GT,03/11/2019,3,
Y584399,011016FB9F,1016FB9F,GT,03/11/2019,4,M
Y584400,01103F76F3,103F76F3,BT,03/11/2019,3,
Y584401,011017193C,1017193C,GT,03/11/2019,3,F
Y584402,01103F8B45,103F8B45,BT,03/11/2019,3,
Y584403,110172637,10172637,GT,03/11/2019,3,F
Y584404,011016D088,1016D088,BT,06/11/2019,3,
Y584405,01103FD792,103FD792,GT,06/11/2019,3,M
Y584407,01103F5886,103F5886,BT,06/11/2019,3,
Y584408,01103F4777,103F4777,BT,06/11/2019,3,
Y584409,01103FDFAF,103FDFAF,GT,06/11/2019,3,M
Y584411,01103F613C,103F613C,BT,06/11/2019,3,
Y584412,01103FC45B,103FC45B,BT,06/11/2019,3,
Y584413,01103F3EDA,103F3EDA,BT,06/11/2019,3,
Y584414,01103FA34A,103FA34A,BT,06/11/2019,3,
Y584415,011016E7A9,1016E7A9,BT,10/11/2019,3,
Y584416,01103FC96B,103FC96B,GT,10/11/2019,3,M
Y584418,01103F42CE,103F42CE,BT,10/11/2019,3,
Y584419,01103F84D3,103F84D3,BT,10/11/2019,3,
Y584421,01103F8980,103F8980,BT,10/11/2019,3,
Y584423,01103F4194,103F4194,BT,13/11/2019,3,
Y584425,01103F51E9,103F51E9,GT,13/11/2019,3,M
Y584426,01103F9ED5,103F9ED5,BT,13/11/2019,3,
Y584428,011016CF06,1016CF06,BT,17/11/2019,3,
Y584429,01103F40FF,103F40FF,GT,17/11/2019,3,F
Y584430,01103F7ACE,103F7ACE,BT,17/11/2019,3,
Y584431,01103F76C5,103F76C5,BT,17/11/2019,3,
Y584437,01103FA51B,103FA51B,BT,24/11/2019,3,
Y584439,01103F92BF,103F92BF,BT,24/11/2019,3,
Y584440,01103F99B3,103F99B3,BT,24/11/2019,3,
Y584441,01103FA67F,103FA67F,BT,24/11/2019,3,
Y584442,01103FD3A3,103FD3A3,BT,24/11/2019,3,
Y584443,01103F93F9,103F93F9,BT,24/11/2019,3,
Y584444,01103FBC63,103FBC63,BT,24/11/2019,3,
Y584445,01103FE70C,103FE70C,GT,24/11/2019,3,F
Y584446,01103FD26E,103FD26E,GT,24/11/2019,3,M
Y584450,01103FCEF8,103FCEF8,BT,24/11/2019,3,
Y584452,01103F8BB7,103F8BB7,GT,01/12/2019,3,M
Y584453,01103FB8DD,103FB8DD,BT,01/12/2019,3,
Y584454,01103FAEC3,103FAEC3,BT,01/12/2019,3,
Y584459,01103FE4C1,103FE4C1,GT,15/12/2019,3,F
Y584460,01103F9BDA,103F9BDA,BT,29/12/2019,3,
Y584462,01103F9CF7,103F9CF7,BT,29/12/2019,3,
Y584463,01103FAED1,103FAED1,BT,29/12/2019,3,
Y584464,01103F833D,103F833D,GT,29/12/2019,3,M
Y584465,01103F3DB3,103F3DB3,GT,29/12/2019,4,M
Y584466,01103FA92B,103FA92B,BT,29/12/2019,3,
Y584467,01103F9B5D,103F9B5D,BT,29/12/2019,3,
Y584468,01103FAA90,103FAA90,BT,29/12/2019,3,
Y584469,01103FCC16,103FCC16,BT,29/12/2019,3,
Y584473,01103F630B,103F630B,GT,05/01/2020,5,F
Y584474,01103F8A6E,103F8A6E,GT,05/01/2020,5,F
Y584475,01103FCC20,103FCC20,BT,05/01/2020,5,
Y584476,01103FACA1,103FACA1,BT,05/01/2020,5,
Y584477,01103F911C,103F911C,BT,05/01/2020,5,
Y584478,01103F92AE,103F92AE,BT,12/01/2020,5,
Y584479,01103F6DC1,103F6DC1,BT,12/01/2020,5,
Y584480,01103FC71D,103FC71D,BT,12/01/2020,5,
Y584481,01103FAF71,103FAF71,BT,12/01/2020,5,
Y584482,01103FC727,103FC727,BT,12/01/2020,5,
Y584483,01103FA67A,103FA67A,BT,12/01/2020,5,
Y584484,01103F90A5,103F90A5,BT,12/01/2020,5,
Y584485,01103FBF3E,103FBF3E,BT,12/01/2020,5,
Y584486,01103F954B,103F954B,BT,12/01/2020,5,
Y584487,01103F9CF5,103F9CF5,BT,12/01/2020,5,
Y584488,01103FCAAF,103FCAAF,BT,12/01/2020,5,
Y584489,01103FC952,103FC952,BT,12/01/2020,5,
Y584490,01103FB305,103FB305,BT,12/01/2020,5,
Y584491,01103FDC8F,103FDC8F,GT,12/01/2020,5,F
Y584492,01103F5F62,103F5F62,GT,12/01/2020,5,F
Y584493,01103F9125,103F9125,BT,12/01/2020,5,
Y584494,01103FD0FE,103FD0FE,BT,12/01/2020,5,
Y584495,01103F94DA,103F94DA,BT,12/01/2020,5,
Y584496,01103F90B3,103F90B3,BT,12/01/2020,5,
Y584497,01103FA884,103FA884,BT,12/01/2020,5,
Y584499,01103F90FA,103F90FA,BT,19/01/2020,5,
Y584500,01103F9335,103F9335,BT,19/01/2020,5,
TV34546,01103FDD5B,103FDD5B,GT,19/01/2020,5,F
ABL3817,01103F9558,103F9558,BT,19/01/2020,5,
ABL3818,01103FB484,103FB484,BT,19/01/2020,5,
ABL3819,01103F9D92,103F9D92,BT,19/01/2020,5,
ABL3820,01103FBAF7,103FBAF7,BT,19/01/2020,5,
ABL3821,01103FB81A,103FB81A,BT,19/01/2020,5,
ABL3822,01103FC9FD,103FC9FD,BT,19/01/2020,5,
ABL3823,01103FA5BE,103FA5BE,BT,19/01/2020,5,
ABL3825,01103FBDD1,103FBDD1,BT,19/01/2020,6,
ABL3826,01103F9148,103F9148,BT,19/01/2020,5,
ABL3827,01103FCEF1,103FCEF1,BT,19/01/2020,5,
ABL3828,01103F9D9C,103F9D9C,BT,19/01/2020,5,
ABL3829,01103F9166,103F9166,BT,19/01/2020,5,
ABL3830,01103FCAB2,103FCAB2,BT,19/01/2020,5,
ABL3831,01103FA877,103FA877,BT,19/01/2020,5,
ABL3833,01103FE6B2,103FE6B2,GT,19/01/2020,5,F
ABL3834,01103FC526,103FC526,GT,19/01/2020,5,F
ABL3835,01103F5C20,103F5C20,GT,19/01/2020,5,F
ABL3836,01103FDB9C,103FDB9C,GT,19/01/2020,5,M
ABL3837,01103FDD40,103FDD40,GT,19/01/2020,5,F
ABL3839,01103F4051,103F4051,GT,19/01/2020,5,M
ABL3840,01103F8D06,103F8D06,GT,19/01/2020,5,F
ABL3841,01103FDEC2,103FDEC2,GT,19/01/2020,5,F
ABL3842,01103FA920,103FA920,BT,19/01/2020,5,
ABL3845,01103FA1DF,103FA1DF,BT,26/01/2020,5,
ABL3844,01103FA328,103FA328,BT,26/01/2020,5,
ABL3846,01103F90A1,103F90A1,BT,26/01/2020,5,
ABL3847,01103FA511,103FA511,BT,26/01/2020,5,
ABL3848,01103F90AD,103F90AD,BT,26/01/2020,5,
ABL3849,01103FC38F,103FC38F,BT,26/01/2020,5,
ABL3850,01103FC440,103FC440,BT,26/01/2020,5,
ABL3851,01103FBBC1,103FBBC1,BT,26/01/2020,5,
ABL3852,01103F9D95,103F9D95,BT,26/01/2020,5,
ABL3853,01103FD8CD,103FD8CD,GT,26/01/2020,5,F
ABL3854,01103FD5B8,103FD5B8,GT,26/01/2020,5,F
ABL3855,01103F5952,103F5952,GT,26/01/2020,5,F
ABL3856,01103FC5AF,103FC5AF,BT,26/01/2020,5,
ABL3857,01103FD0EA,103FD0EA,BT,26/01/2020,5,
ABL3858,01103FC730,103FC730,BT,26/01/2020,5,
ABL3859,01103FCD82,103FCD82,BT,26/01/2020,5,
ABL3861,01103F79AB,103F79AB,GT,26/01/2020,5,M
ABL3862,01103F44D5,103F44D5,GT,26/01/2020,5,F
ABL3863,01103FC7FD,103FC7FD,GT,26/01/2020,6,M
ABL3864,01103F9C62,103F9C62,BT,26/01/2020,5,
ABL3865,01103FD45C,103FD45C,BT,26/01/2020,5,
ABL3866,01103FB818,103FB818,BT,26/01/2020,5,
ABL3867,01103FD306,103FD306,BT,26/01/2020,5,
ABL3868,01103FBD3A,103FBD3A,BT,26/01/2020,6,
ABL3870,01103FE413,103FE413,GT,26/01/2020,5,
ABL3871,01103F90A3,103F90A3,BT,26/01/2020,5,
ABL3872,01103FD3A8,103FD3A8,BT,26/01/2020,5,
ABL3873,01103FB47E,103FB47E,BT,26/01/2020,5,
ABL3874,01103F9207,103F9207,BT,26/01/2020,5,
ABL3875,01103F91B8,103F91B8,BT,26/01/2020,5,
ABL3876,01103F96A8,103F96A8,BT,26/01/2020,5,
ABL3877,01103F4C42,103F4C42,BT,26/01/2020,5,
ABL3878,01103F5F70,103F5F70,GT,26/01/2020,5,F
ABL3879,01103F8BC6,103F8BC6,GT,26/01/2020,5,F
ABL3880,01103F532E,103F532E,BT,02/02/2020,5,
ABL3881,011016A889,1016A889,BT,02/02/2020,5,
ABL3882,01103F8840,103F8840,BT,02/02/2020,5,
ABL3883,01103FC74B,103FC74B,BT,02/02/2020,5,
