btoRing,TagID_Hex,RFID,SPEC,dateFirstCaptured,ageFirstCaptured,SEX
Z067458,0110173F4D,10173F4D,GT,31/01/2018,6,F
Z067460,01103F64DE,103F64DE,BT,31/01/2018,5,
Z067462,0419483FE2,19483FE2,BT,04/02/2018,5,
Z067463,041302260B,1302260B,GT,04/02/2018,5,F
Z067464,04130214D8,130214D8,GT,04/02/2018,5,M
Z067466,0419484BB7,19484BB7,BT,04/02/2018,5,
Z067467,419482118,19482118,BT,04/02/2018,5,
Z067468,0419484CEA,19484CEA,BT,04/02/2018,5,
Z067469,011016D7C4,1016D7C4,BT,04/02/2018,5,
Z067470,0419481A1C,19481A1C,BT,04/02/2018,6,
Z067472,01103F8FE5,103F8FE5,BT,04/02/2018,5,
Z067473,0419485A56,19485A56,BT,04/02/2018,5,
TV35476,01103F672C,103F672C,GT,17/05/2018,1,
TV35477,011016E3CC,1016E3CC,GT,17/05/2018,1,
TV35478,011016B185,1016B185,GT,17/05/2018,1,
TV35479,011016BE10,1016BE10,GT,17/05/2018,1,
TV35480,011016AA24,1016AA24,GT,17/05/2018,1,
TV35481,011016A55B,1016A55B,GT,17/05/2018,1,
TV35482,110171351,10171351,GT,17/05/2018,1,
Z067474,011016D91E,1016D91E,BT,17/05/2018,1,
Z067475,0700EE0B67,00EE0B67,BT,17/05/2018,1,
Z067476,011016E1AC,1016E1AC,BT,17/05/2018,1,
Z067477,011016A405,1016A405,BT,17/05/2018,1,
Z067478,01103F3A54,103F3A54,BT,17/05/2018,1,
Z067479,011016BBE8,1016BBE8,BT,17/05/2018,1,
Z067480,011016ED18,1016ED18,BT,17/05/2018,1,
Z067481,011016CFE4,1016CFE4,BT,17/05/2018,1,
Z067482,011016B5AA,1016B5AA,BT,17/05/2018,1,
Z067483,011016CC60,1016CC60,BT,17/05/2018,1,
Z067484,011016C456,1016C456,BT,17/05/2018,1,
Z067485,011016C158,1016C158,BT,17/05/2018,1,
Z067486,011016BD2F,1016BD2F,BT,17/05/2018,1,
Z067487,011016C3A6,1016C3A6,BT,17/05/2018,1,
Z067488,011016AA6C,1016AA6C,BT,17/05/2018,1,
Z067489,01103F664F,103F664F,BT,17/05/2018,1,
Z067490,011016D4DB,1016D4DB,BT,17/05/2018,1,
TV34306,011016A6D1,1016A6D1,GT,20/05/2018,1,
TV34307,011016D2DF,1016D2DF,GT,20/05/2018,1,
TV34308,011016C5FE,1016C5FE,GT,20/05/2018,1,
TV34309,011016A4C8,1016A4C8,GT,20/05/2018,1,
TV35483,1.10E+118,1.10E+118,GT,20/05/2018,1,
TV35484,011016D47D,1016D47D,GT,20/05/2018,1,
TV35485,011016EF0A,1016EF0A,GT,20/05/2018,1,
TV35486,011016C5FA,1016C5FA,GT,20/05/2018,1,
TV35487,011016D257,1016D257,GT,20/05/2018,1,
TV35488,011016CE4D,1016CE4D,GT,20/05/2018,1,
TV35489,011016B954,1016B954,GT,20/05/2018,1,
TV35490,011016F4AD,1016F4AD,GT,20/05/2018,1,
TV35491,011016B213,1016B213,GT,20/05/2018,1,
TV35492,011016B749,1016B749,GT,20/05/2018,1,
TV35493,011016F521,1016F521,GT,20/05/2018,1,
TV35494,011016D528,1016D528,GT,20/05/2018,1,
TV35495,011016D67A,1016D67A,GT,20/05/2018,1,
TV35496,011016F457,1016F457,GT,20/05/2018,1,
TV35497,011016D522,1016D522,GT,20/05/2018,1,
TV35498,011016A6D4,1016A6D4,GT,20/05/2018,1,
TV35499,011016DC29,1016DC29,GT,20/05/2018,1,
TV35500,011016A52E,1016A52E,GT,20/05/2018,1,
Z066101,011016C69A,1016C69A,BT,20/05/2018,1,
Z066102,01103F7AA7,103F7AA7,BT,20/05/2018,1,
Z066103,011016C2DE,1016C2DE,BT,20/05/2018,1,
Z066104,011016A91B,1016A91B,BT,20/05/2018,1,
Z066105,011016C09F,1016C09F,BT,20/05/2018,1,
Z066106,01103F44C1,103F44C1,BT,20/05/2018,1,
Z066107,011016A50E,1016A50E,BT,20/05/2018,1,
Z066108,011016C50E,1016C50E,BT,20/05/2018,1,
Z066109,011016DA9C,1016DA9C,BT,20/05/2018,1,
Z067491,0700EDC497,00EDC497,BT,20/05/2018,1,
Z067492,011016C449,1016C449,BT,20/05/2018,1,
Z067493,0700EDFE4D,00EDFE4D,BT,20/05/2018,1,
Z067494,011016BE98,1016BE98,BT,20/05/2018,1,
Z067495,011016C4FE,1016C4FE,BT,20/05/2018,1,
Z067496,011016C805,1016C805,BT,20/05/2018,1,
Z067497,011016F00C,1016F00C,BT,20/05/2018,1,
Z067498,0700EE3343,00EE3343,BT,20/05/2018,1,
Z067499,011016BD0C,1016BD0C,BT,20/05/2018,1,
Z067500,011016F071,1016F071,BT,20/05/2018,1,
TV34310,011016EB92,1016EB92,GT,23/05/2018,1,
TV34311,0110170FDF,10170FDF,GT,23/05/2018,1,
TV34312,011016A4E3,1016A4E3,GT,23/05/2018,1,
TV34313,011016AEA0,1016AEA0,GT,23/05/2018,1,
TV34314,110173375,10173375,GT,23/05/2018,1,
TV34315,011016CF83,1016CF83,GT,23/05/2018,1,
TV34316,011016A605,1016A605,GT,23/05/2018,1,
TV34317,011016DDB2,1016DDB2,GT,23/05/2018,1,
TV34318,011017364E,1017364E,GT,23/05/2018,1,
TV34319,011016BE19,1016BE19,GT,23/05/2018,1,
TV34320,011016A7CA,1016A7CA,GT,23/05/2018,1,
TV34321,011016D006,1016D006,GT,23/05/2018,1,
TV34322,011016A592,1016A592,GT,23/05/2018,1,
TV34323,011016C3E8,1016C3E8,GT,23/05/2018,1,
TV34324,011016A84B,1016A84B,GT,23/05/2018,1,
TV34325,011016DA16,1016DA16,GT,23/05/2018,1,
TV34326,011016F337,1016F337,GT,23/05/2018,1,
TV34327,011016B2BC,1016B2BC,GT,23/05/2018,1,
TV34328,011016B9FE,1016B9FE,GT,23/05/2018,1,
TV34329,011016A42D,1016A42D,GT,23/05/2018,1,
TV34330,011016A591,1016A591,GT,23/05/2018,1,
TV34331,011016B18B,1016B18B,GT,23/05/2018,1,
TV34332,011016C6DC,1016C6DC,GT,23/05/2018,1,
TV34333,011016ED5F,1016ED5F,GT,23/05/2018,1,
TV34334,011016CC9B,1016CC9B,GT,23/05/2018,1,
TV34335,011016AC37,1016AC37,GT,23/05/2018,1,
TV34336,011016BC03,1016BC03,GT,23/05/2018,1,
TV34337,011016B88A,1016B88A,GT,23/05/2018,1,
TV34338,011017373E,1017373E,GT,23/05/2018,1,
TV34339,011016CEC6,1016CEC6,GT,23/05/2018,1,
TV34340,011016DC34,1016DC34,GT,23/05/2018,1,
TV34341,011016E667,1016E667,GT,23/05/2018,1,
TV34342,011016F149,1016F149,GT,23/05/2018,1,
TV34343,011016B542,1016B542,GT,23/05/2018,1,
TV34344,011016E522,1016E522,GT,23/05/2018,1,
TV34345,011016E3F7,1016E3F7,GT,23/05/2018,1,
TV34346,011016C540,1016C540,GT,23/05/2018,1,
TV34347,011016EF01,1016EF01,GT,23/05/2018,1,
TV34348,011016F422,1016F422,GT,23/05/2018,1,
TV34349,011016AD53,1016AD53,GT,23/05/2018,1,
TV34350,011016F029,1016F029,GT,23/05/2018,1,
TV34351,011016F67B,1016F67B,GT,23/05/2018,1,
TV34352,011016E744,1016E744,GT,23/05/2018,1,
TV34353,011016B5E1,1016B5E1,GT,23/05/2018,1,
TV34354,011016B049,1016B049,GT,23/05/2018,1,
TV34355,011016ED52,1016ED52,GT,23/05/2018,1,
TV34356,011016F4A4,1016F4A4,GT,23/05/2018,1,
TV34357,011016AA97,1016AA97,GT,23/05/2018,1,
TV34358,011016CC7F,1016CC7F,GT,23/05/2018,1,
TV34359,011016EB9F,1016EB9F,GT,23/05/2018,1,
TV34360,011016E3EA,1016E3EA,GT,23/05/2018,1,
TV34361,011016AA31,1016AA31,GT,23/05/2018,1,
TV34362,011016A344,1016A344,GT,23/05/2018,1,
TV34363,011016E9AF,1016E9AF,GT,23/05/2018,1,
TV34364,011016ED44,1016ED44,GT,23/05/2018,1,
TV34365,011016BE14,1016BE14,GT,23/05/2018,1,
TV34366,011016E378,1016E378,GT,23/05/2018,1,
TV34367,011016A66E,1016A66E,GT,23/05/2018,1,
TV34368,0110170A9E,10170A9E,GT,23/05/2018,1,
TV34369,011016EB03,1016EB03,GT,23/05/2018,1,
TV34370,011016EB91,1016EB91,GT,23/05/2018,1,
TV34371,011016DE61,1016DE61,GT,23/05/2018,1,
TV34372,011016F517,1016F517,GT,23/05/2018,1,
Z066110,011016DECD,1016DECD,BT,23/05/2018,1,
Z066111,011016C813,1016C813,BT,23/05/2018,1,
Z066112,01103F789B,103F789B,BT,23/05/2018,1,
Z066113,01103F6525,103F6525,BT,23/05/2018,1,
Z066114,011016C0A5,1016C0A5,BT,23/05/2018,1,
Z066115,0700EE3160,00EE3160,BT,23/05/2018,1,
Z066116,011016E1A1,1016E1A1,BT,23/05/2018,1,
Z066117,011016BEBA,1016BEBA,BT,23/05/2018,1,
Z066118,011016D4C0,1016D4C0,BT,23/05/2018,1,
Z066119,011016F2A0,1016F2A0,BT,23/05/2018,1,
Z066120,011016BFFA,1016BFFA,BT,23/05/2018,1,
Z066121,01103F880A,103F880A,BT,23/05/2018,1,
TV34224,011016DBA6,1016DBA6,GT,25/05/2018,1,
TV34225,011016A268,1016A268,GT,25/05/2018,1,
TV34226,011016F1BB,1016F1BB,GT,25/05/2018,1,
TV34227,011016A252,1016A252,GT,25/05/2018,1,
TV34373,011016F407,1016F407,GT,25/05/2018,1,
TV34374,011016D3BB,1016D3BB,GT,25/05/2018,1,
TV34375,011016E3D0,1016E3D0,GT,25/05/2018,1,
TV34376,011016BBFC,1016BBFC,GT,25/05/2018,1,
TV34377,011016CEA0,1016CEA0,GT,25/05/2018,1,
TV34378,011016C618,1016C618,GT,25/05/2018,1,
TV34379,011016C6B3,1016C6B3,GT,25/05/2018,1,
TV34380,011016EC0D,1016EC0D,GT,25/05/2018,1,
TV34381,011016E920,1016E920,GT,25/05/2018,1,
TV34382,011016E90C,1016E90C,GT,25/05/2018,1,
TV34383,011016A305,1016A305,GT,25/05/2018,1,
TV34384,011016B606,1016B606,GT,25/05/2018,1,
TV34385,011016A4FC,1016A4FC,GT,25/05/2018,1,
TV34386,011016AB2A,1016AB2A,GT,25/05/2018,1,
TV34387,011016CC84,1016CC84,GT,25/05/2018,1,
TV34388,011016F88B,1016F88B,GT,25/05/2018,1,
TV34389,011016C496,1016C496,GT,25/05/2018,1,
TV34390,011016C265,1016C265,GT,25/05/2018,1,
TV34391,011016A658,1016A658,GT,25/05/2018,1,
TV34392,011016C9A8,1016C9A8,GT,25/05/2018,1,
TV34393,011016DB6F,1016DB6F,GT,25/05/2018,1,
TV34394,011016DE4E,1016DE4E,GT,25/05/2018,1,
TV34395,011016D726,1016D726,GT,25/05/2018,1,
TV34396,011016A7E2,1016A7E2,GT,25/05/2018,1,
TV34397,011016CCA4,1016CCA4,GT,25/05/2018,1,
TV34398,011016E327,1016E327,GT,25/05/2018,1,
TV34399,0110171B3A,10171B3A,GT,25/05/2018,1,
TV34400,011016F5E7,1016F5E7,GT,25/05/2018,1,
Z066122,011016B514,1016B514,BT,25/05/2018,1,
Z066123,011016E81C,1016E81C,BT,25/05/2018,1,
Z066124,011016C96F,1016C96F,BT,25/05/2018,1,
Z066125,011016D15A,1016D15A,BT,25/05/2018,1,
Z066126,011016F6B2,1016F6B2,BT,25/05/2018,1,
Z066127,011016BDCD,1016BDCD,BT,25/05/2018,1,
Z066128,011016BC61,1016BC61,BT,25/05/2018,1,
Z066129,011016E2FF,1016E2FF,BT,25/05/2018,1,
Z066130,011016C155,1016C155,BT,25/05/2018,1,
Z066131,011016B5DD,1016B5DD,BT,25/05/2018,1,
Z066132,0700EE0219,00EE0219,BT,25/05/2018,1,
Z066133,011016DA78,1016DA78,BT,25/05/2018,1,
Z066134,0700EE0120,00EE0120,BT,25/05/2018,1,
Z066135,011016DD5F,1016DD5F,BT,25/05/2018,1,
Z066136,011016BDE3,1016BDE3,BT,25/05/2018,1,
Z066137,01103F9009,103F9009,BT,25/05/2018,1,
Z066138,01103F665D,103F665D,BT,25/05/2018,1,
Z066139,011016E623,1016E623,BT,25/05/2018,1,
Z066140,011016BE82,1016BE82,BT,25/05/2018,1,
Z066141,01103F4AD7,103F4AD7,BT,25/05/2018,1,
Z066142,011016ACDC,1016ACDC,BT,25/05/2018,1,
Z066143,01103F3D3E,103F3D3E,BT,25/05/2018,1,
Z066144,011016E2EF,1016E2EF,BT,25/05/2018,1,
Z066145,011016B716,1016B716,BT,25/05/2018,1,
Z066146,011016D860,1016D860,BT,25/05/2018,1,
Z066147,011016BA5A,1016BA5A,BT,25/05/2018,1,
Z066148,01103F59F1,103F59F1,BT,25/05/2018,1,
Z066149,011016C731,1016C731,BT,25/05/2018,1,
Z066150,0700EDC13D,00EDC13D,BT,25/05/2018,1,
Z066151,011016EDBD,1016EDBD,BT,25/05/2018,1,
Z066152,011016B002,1016B002,BT,25/05/2018,1,
Z066153,011016E24C,1016E24C,BT,25/05/2018,1,
Z066154,011016C8CD,1016C8CD,BT,25/05/2018,1,
Z066155,0700EDB18E,00EDB18E,BT,25/05/2018,1,
Z066156,011016C3B6,1016C3B6,BT,25/05/2018,1,
Z066157,011016AAFF,1016AAFF,BT,25/05/2018,1,
Z066158,011016DCD0,1016DCD0,BT,25/05/2018,1,
Z066159,01103F439E,103F439E,BT,25/05/2018,1,
Z066160,0700EE1613,00EE1613,BT,25/05/2018,1,
Z066161,011016D371,1016D371,BT,25/05/2018,1,
Z066162,011016DD4B,1016DD4B,BT,25/05/2018,1,
Z066163,0700EE425C,00EE425C,BT,25/05/2018,1,
Z066164,01103F5179,103F5179,BT,25/05/2018,1,
Z066165,011016E1A4,1016E1A4,BT,25/05/2018,1,
Z066166,011016D914,1016D914,BT,25/05/2018,1,
Z066168,01103F6607,103F6607,BT,25/05/2018,1,
Z066169,011016DCC7,1016DCC7,BT,25/05/2018,1,
Z066170,011016C2EB,1016C2EB,BT,25/05/2018,1,
Z066171,0700EE4233,00EE4233,BT,25/05/2018,1,
Z066172,011016C3B9,1016C3B9,BT,25/05/2018,1,
Z066173,011016AB7C,1016AB7C,BT,25/05/2018,1,
TV34228,011016E8FA,1016E8FA,GT,26/05/2018,5,M
Z066174,011016AD3A,1016AD3A,BT,26/05/2018,5,F
Z066175,01103F6485,103F6485,BT,26/05/2018,4,M
Z066176,011016D882,1016D882,BT,26/05/2018,5,F
TV34229,0110173A66,10173A66,GT,27/05/2018,1,
TV34230,011016A40D,1016A40D,GT,27/05/2018,1,
TV34231,011016B754,1016B754,GT,27/05/2018,1,
TV34232,011016B9EA,1016B9EA,GT,27/05/2018,1,
TV34233,011017464F,1017464F,GT,27/05/2018,1,
TV34234,011016C275,1016C275,GT,27/05/2018,1,
TV34235,011016A7B8,1016A7B8,GT,27/05/2018,1,
TV34236,011016AD55,1016AD55,GT,27/05/2018,1,
TV34237,011016DE60,1016DE60,GT,27/05/2018,1,
TV34238,011016BE17,1016BE17,GT,27/05/2018,1,
TV34239,011016EF9B,1016EF9B,GT,27/05/2018,1,
TV34240,011016BA9C,1016BA9C,GT,27/05/2018,1,
TV34241,0110170C98,10170C98,GT,27/05/2018,1,
TV34242,011016F982,1016F982,GT,27/05/2018,1,
TV34243,011016C6D6,1016C6D6,GT,27/05/2018,1,
TV34244,011016A8B6,1016A8B6,GT,27/05/2018,1,
TV34245,011016BDBD,1016BDBD,GT,27/05/2018,1,
TV34246,110174520,10174520,GT,27/05/2018,1,
TV34247,011016DAB7,1016DAB7,GT,27/05/2018,1,
Z066167,0700ED9BDF,00ED9BDF,BT,27/05/2018,1,
Z066177,011016C8C1,1016C8C1,BT,27/05/2018,1,
Z066178,011016BB0E,1016BB0E,BT,27/05/2018,1,
Z066179,011016C8A6,1016C8A6,BT,27/05/2018,1,
Z066180,011016E3A3,1016E3A3,BT,27/05/2018,1,
Z066181,011016B8FC,1016B8FC,BT,27/05/2018,1,
Z066182,011016DAAD,1016DAAD,BT,27/05/2018,1,
Z066183,01103F3AF6,103F3AF6,BT,27/05/2018,1,
Z066184,011016EEE0,1016EEE0,BT,27/05/2018,1,
Z066185,011016C8AC,1016C8AC,BT,27/05/2018,1,
Z066186,011016D588,1016D588,BT,27/05/2018,1,
Z066187,011016E7AD,1016E7AD,BT,27/05/2018,1,
Z066188,011016CA11,1016CA11,BT,27/05/2018,1,
Z066189,011016E8B2,1016E8B2,BT,27/05/2018,1,
Z066190,011016CF34,1016CF34,BT,27/05/2018,1,
Z066191,011016C503,1016C503,BT,27/05/2018,1,
Z066192,011016F68D,1016F68D,BT,27/05/2018,1,
Z066193,1.10E+221,1.10E+221,BT,27/05/2018,1,
Z066194,011016F703,1016F703,BT,27/05/2018,1,
Z066195,011016D9F5,1016D9F5,BT,27/05/2018,1,
Z066196,011016B096,1016B096,BT,27/05/2018,1,
Z066197,011016D0AB,1016D0AB,BT,27/05/2018,1,
Z066198,01103F3C08,103F3C08,BT,27/05/2018,1,
Z066199,011016F29F,1016F29F,BT,27/05/2018,1,
Z066200,011016D8FD,1016D8FD,BT,27/05/2018,1,
Z066501,011016AEF8,1016AEF8,BT,27/05/2018,1,
Z066502,01103F3959,103F3959,BT,27/05/2018,1,
Z066503,011016C452,1016C452,BT,27/05/2018,1,
Z066504,011016E832,1016E832,BT,27/05/2018,1,
Z066505,01103F8EF2,103F8EF2,BT,27/05/2018,1,
Z066506,011016EB52,1016EB52,BT,27/05/2018,1,
Z066507,011016E21D,1016E21D,BT,27/05/2018,1,
Z066508,011016CD19,1016CD19,BT,27/05/2018,1,
Z066509,011016DC1B,1016DC1B,BT,27/05/2018,1,
Z066510,011016D352,1016D352,BT,27/05/2018,1,
Z066511,011016BBB6,1016BBB6,BT,27/05/2018,1,
Z066512,01103F9058,103F9058,BT,27/05/2018,1,
Z066513,011016CDB7,1016CDB7,BT,27/05/2018,4,
Z066514,011016B896,1016B896,GT,29/05/2018,5,F
Z066515,011016C7E2,1016C7E2,BT,30/05/2018,1,
Z066516,01103F3A3A,103F3A3A,BT,30/05/2018,1,
Z066517,011016EA21,1016EA21,BT,30/05/2018,1,
Z066518,011016E4FB,1016E4FB,BT,30/05/2018,1,
Z066519,011016C5BA,1016C5BA,BT,30/05/2018,1,
Z066520,0700ED8BFD,00ED8BFD,BT,30/05/2018,1,
Z066521,011016BEA7,1016BEA7,BT,30/05/2018,1,
Z066522,011016BBD0,1016BBD0,BT,30/05/2018,1,
Z066523,011016BE01,1016BE01,BT,30/05/2018,1,
Z066524,011016D20E,1016D20E,BT,30/05/2018,1,
Z066525,011016D936,1016D936,BT,30/05/2018,1,
Z066526,011016C5D0,1016C5D0,BT,30/05/2018,1,
Z066527,01103F8EE8,103F8EE8,BT,30/05/2018,1,
Z066528,01103F4EC4,103F4EC4,BT,30/05/2018,1,
TV34248,011016FF4A,1016FF4A,GT,02/06/2018,1,
TV34249,1.10E+10,0,GT,02/06/2018,1,
TV34250,011017319D,1017319D,GT,02/06/2018,1,
TV34251,0110174ED9,10174ED9,GT,02/06/2018,1,
TV34252,011016FB27,1016FB27,GT,02/06/2018,1,
TV34253,011016FEC1,1016FEC1,GT,02/06/2018,1,
TV34254,1.10E+13,0,GT,02/06/2018,1,
TV34255,011016FE83,1016FE83,GT,02/06/2018,1,
Z066529,011016DBE2,1016DBE2,BT,05/06/2018,1,
Z066530,011016C754,1016C754,BT,05/06/2018,1,
Z066531,01103F407C,103F407C,BT,05/06/2018,1,
Z066532,011016DCA0,1016DCA0,BT,05/06/2018,1,
Z066533,01103F3A38,103F3A38,BT,05/06/2018,1,
Z066534,011016CA15,1016CA15,BT,05/06/2018,1,
Z066536,011016DD66,1016DD66,BT,05/06/2018,1,
Z066537,011016C724,1016C724,BT,05/06/2018,1,
Z066538,011016C2CA,1016C2CA,BT,05/06/2018,1,
Z066539,011016B9A5,1016B9A5,BT,05/06/2018,1,
Z066541,011016E4EC,1016E4EC,BT,05/06/2018,1,
Z066542,011016D14C,1016D14C,BT,05/06/2018,1,
Z066535,01103F6655,103F6655,BT,08/06/2018,1,
Z066540,01103F5B5D,103F5B5D,BT,08/06/2018,1,
Z066543,011016C475,1016C475,BT,17/06/2018,1,
Z066544,011016E39A,1016E39A,BT,17/06/2018,1,
Z066545,011016DEE4,1016DEE4,BT,17/06/2018,1,
Z066546,011016DF6D,1016DF6D,BT,17/06/2018,1,
Z066547,0700EE1FFF,00EE1FFF,BT,17/06/2018,1,
TV34256,0110171F05,10171F05,GT,21/06/2018,1,
TV34257,1.10E+79,1.10E+79,GT,21/06/2018,1,
TV34258,011016FA37,1016FA37,GT,21/06/2018,1,
TV34259,0110174F74,10174F74,GT,25/06/2018,1,
TV34260,110175085,10175085,GT,25/06/2018,1,
Z066548,0110170C39,10170C39,GT,10/07/2018,3J,
Z066549,011016BE8B,1016BE8B,BT,10/07/2018,3J,
Z066550,011016E37C,1016E37C,BT,10/07/2018,3J,
Z066551,011016E50A,1016E50A,BT,10/07/2018,3J,
Z066552,011016DEDB,1016DEDB,BT,10/07/2018,3J,
Z066553,01103F690C,103F690C,BT,10/07/2018,3J,
Z066554,01103FB473,103FB473,BT,10/07/2018,3J,
Z066555,01101731A2,101731A2,GT,10/07/2018,3J,
Z066556,011016FCD3,1016FCD3,GT,10/07/2018,3J,
Z066558,01101715AE,101715AE,GT,10/07/2018,3J,
Z066559,011016FBFD,1016FBFD,GT,10/07/2018,3J,
Z066560,0110170F7F,10170F7F,GT,10/07/2018,3J,
Z066561,01101719F3,101719F3,GT,10/07/2018,3J,
Z066562,011016FDEC,1016FDEC,GT,10/07/2018,3J,
Z066563,01103F8F35,103F8F35,BT,10/07/2018,3J,
Z066564,01101749C9,101749C9,GT,10/07/2018,3J,
Z066565,01101745FE,101745FE,GT,10/07/2018,3J,
Z066566,011016FD1F,1016FD1F,GT,10/07/2018,3J,
Z066567,0110174C1D,10174C1D,GT,10/07/2018,3J,
Z066568,01101715AF,101715AF,GT,10/07/2018,3J,
Z066569,0110174D50,10174D50,GT,10/07/2018,3J,
Z066570,01101703CE,101703CE,GT,10/07/2018,3J,
Z066571,011016FCBD,1016FCBD,GT,10/07/2018,3J,
Z066572,0110173C08,10173C08,GT,10/07/2018,3J,
Z066573,011016D15F,1016D15F,BT,10/07/2018,3J,
Z066574,0110174C71,10174C71,GT,10/07/2018,3J,
Z066575,0110172A7D,10172A7D,GT,10/07/2018,3J,
Z066576,110175062,10175062,GT,13/07/2018,3J,
Z066577,0110172F75,10172F75,GT,13/07/2018,3J,
Z066578,011016FE0F,1016FE0F,GT,13/07/2018,3J,
Z066579,0110174F07,10174F07,GT,13/07/2018,3J,
Z066580,011016FF24,1016FF24,GT,13/07/2018,3J,
Z066581,011016C69C,1016C69C,BT,13/07/2018,3J,
Z066582,1.10E+18,0,GT,13/07/2018,3J,
Z066583,011017102B,1017102B,GT,13/07/2018,3J,
Z066584,011016FF08,1016FF08,GT,13/07/2018,3J,
Z066585,01101722A8,101722A8,GT,13/07/2018,3J,
Z066586,011016CAC8,1016CAC8,BT,13/07/2018,3J,
Z066587,011016FA81,1016FA81,GT,13/07/2018,3J,
Z066588,011016FF12,1016FF12,GT,13/07/2018,3J,
Z066589,011016FB74,1016FB74,GT,13/07/2018,3J,
Z066590,0110171AA7,10171AA7,GT,20/07/2018,3J,
Z066591,011016FD8B,1016FD8B,GT,20/07/2018,3J,
Z066592,01101706AB,101706AB,GT,20/07/2018,3J,
Z066593,01103F4AD8,103F4AD8,BT,20/07/2018,3J,
Z066594,01101702BA,101702BA,GT,20/07/2018,3J,
Z066595,0110174D11,10174D11,GT,20/07/2018,3J,
Z066596,011017483B,1017483B,GT,20/07/2018,3J,
Z066597,011016E2E0,1016E2E0,BT,20/07/2018,3J,
Z066598,011016C3A8,1016C3A8,BT,20/07/2018,3J,
Z066600,011016D925,1016D925,BT,20/07/2018,3J,
Z066404,011016CADA,1016CADA,BT,20/07/2018,3J,
Z066405,011016DF7A,1016DF7A,BT,20/07/2018,3J,
Z066406,011016D6EB,1016D6EB,BT,20/07/2018,3J,
Z066407,0700EDD0C5,00EDD0C5,BT,20/07/2018,3J,
Z066409,0110174DFC,10174DFC,GT,20/07/2018,3J,
Z066410,011016D8CF,1016D8CF,BT,26/07/2018,3J,
Z066411,011017060F,1017060F,GT,26/07/2018,3J,
Z066412,0110173AAF,10173AAF,GT,26/07/2018,3J,
Z066414,011017290F,1017290F,GT,26/07/2018,3J,
Z066415,0110170A54,10170A54,GT,26/07/2018,3J,
Z066416,01103F6539,103F6539,BT,26/07/2018,3J,
Z066417,011016FBD6,1016FBD6,GT,26/07/2018,3J,
Z066418,0110170C32,10170C32,GT,26/07/2018,3J,
Z066419,0700EE1967,00EE1967,BT,26/07/2018,3J,
Z066420,1.10E+10,0,GT,02/08/2018,3J,
Z066421,110173477,10173477,GT,02/08/2018,3J,
Z066422,011016FBE6,1016FBE6,GT,02/08/2018,3J,
Z066423,0110172D49,10172D49,GT,02/08/2018,3J,
Z066424,0700EDFD31,00EDFD31,BT,02/08/2018,3J,
Z066425,011016DF12,1016DF12,BT,02/08/2018,3J,
Z066426,011016B611,1016B611,BT,02/08/2018,3J,
Z066427,0110174A49,10174A49,GT,02/08/2018,3J,
Z066428,011016D539,1016D539,BT,02/08/2018,3J,
Z066429,011016E7E1,1016E7E1,BT,02/08/2018,3J,
Z066430,011016D751,1016D751,BT,02/08/2018,3J,
Z066431,011016BF71,1016BF71,BT,02/08/2018,3J,
Z066432,011016D975,1016D975,BT,02/08/2018,3J,
Z066433,0700EDDDCD,00EDDDCD,BT,02/08/2018,3J,
Z066434,0700EE37B6,00EE37B6,BT,02/08/2018,3J,
Z066435,0700EDC64A,00EDC64A,BT,02/08/2018,3J,
Z066436,011016AFC4,1016AFC4,BT,02/08/2018,3J,
Z066437,0700ED9E93,00ED9E93,BT,02/08/2018,3J,
Z066438,0110174C39,10174C39,GT,02/08/2018,3J,
Z066439,0110174F18,10174F18,GT,02/08/2018,3J,
Z066440,01101715AA,101715AA,GT,02/08/2018,3J,
Z066441,01103F3AC3,103F3AC3,GT,02/08/2018,3J,
Z066442,011016B8DD,1016B8DD,BT,02/08/2018,4,
Z066443,0700EE2D3D,00EE2D3D,BT,02/08/2018,3J,
Z066445,01101750CD,101750CD,GT,02/08/2018,3J,
Z066446,011016E19B,1016E19B,BT,02/08/2018,3J,
Z066447,011016FC81,1016FC81,GT,02/08/2018,3J,
Z066448,01101701D9,101701D9,GT,02/08/2018,3J,
Z066449,011016E18C,1016E18C,BT,08/08/2018,3J,
Z066450,0700EE06E1,00EE06E1,BT,08/08/2018,3J,
Z066451,011016D93B,1016D93B,BT,08/08/2018,3J,
Z066452,011016B7AB,1016B7AB,BT,23/08/2018,3J,
Z066453,011016BE1F,1016BE1F,BT,23/08/2018,3J,
Z066454,011016FCCA,1016FCCA,GT,23/08/2018,5,M
Z066457,110174837,10174837,GT,23/08/2018,3,
Z066458,011016FD16,1016FD16,GT,23/08/2018,3,
Z066460,011016AB05,1016AB05,BT,23/08/2018,3,
Z066461,011016B5AB,1016B5AB,BT,23/08/2018,3,
Z066462,1.10E+240,1.10E+240,BT,23/08/2018,3,
Z066463,011016DA9B,1016DA9B,BT,23/08/2018,3,
Z066464,01103F8DFC,103F8DFC,BT,23/08/2018,3,
Z066465,01103F3987,103F3987,BT,23/08/2018,3,
Z066466,011016D872,1016D872,BT,23/08/2018,3,
Z066467,0700EE3893,00EE3893,BT,23/08/2018,3,
Z066468,0110174BEA,10174BEA,GT,23/08/2018,3,
Z066469,011016CFD3,1016CFD3,BT,23/08/2018,3,
Z066470,110172362,10172362,GT,23/08/2018,3,
